record_id,identity_key,property_name,queue,reason
rec0qmO7Xj7uyjWLZ,ind_choice_mx_mx086,"Choice property MX086",source_discovery_insert,"steward"
rec1dTLhN2kHSjyv1,ind_ihg_cr_sjoap,"Holiday Inn Express San Jose Costa Rica Airport",source_discovery_insert,"steward"
rec2mY62wnBxrSb3h,ind_choice_mx_mx073,"Choice property MX073",source_discovery_insert,"steward"
rec3MHAXsWlTUz2gY,ind_hilton_mx_sjdtlup,"Tropicana Los Cabos, Tapestry Collection by Hilton",source_discovery_insert,"steward"
rec3VtNHyHrW0xDk8,ind_choice_mx_mx184,"Radisson Hotel Tapatio Guadalajara",source_discovery_insert,"steward"
rec4WX7MfEUKPZz0H,ind_choice_mx_mx159,"Comfort Inn Delicias",source_discovery_insert,"steward"
rec5Yiueiagomif1m,ind_choice_mx_mx183,"Choice property MX183",source_discovery_insert,"steward"
rec5ipKwCzFMSjwck,ind_ihg_mx_sjdtd,"Kimpton Mas Olas Resort and Spa",source_discovery_insert,"steward"
rec5su7y7H7ZugdIO,ind_choice_mx_mx182,"Choice property MX182",source_discovery_insert,"steward"
rec80TQv5GLlZpUXJ,ind_ihg_mx_pbcpl,"voco Royalty Puebla Downtown",source_discovery_insert,"steward"
rec8OP2d0vaQxvlmP,ind_choice_mx_mx056,"Comfort Inn Tampico",source_discovery_insert,"steward"
rec8OtmFD9eqKORYs,ind_choice_mx_mx226,"Comfort Inn Queretaro Tecnologico",source_discovery_insert,"steward"
rec8WiNOFyLPqC0Sv,ind_choice_mx_mx240,"Radisson San Luis Potosi Aeropuerto",source_discovery_insert,"steward"
rec8p3hHGuNLdbHlz,ind_choice_mx_mx089,"Comfort Inn San Luis Potosi",source_discovery_insert,"steward"
recBsqzZIXorzhgVE,ind_ihg_cr_sjoin,"Holiday Inn Express San Jose Forum",source_discovery_insert,"steward"
recCs5MdweIvs8Da6,ind_ihg_co_mdeex,"Holiday Inn Express & Suites Medellin",source_discovery_insert,"steward"
recCv8y71tA2C8PvP,ind_choice_mx_mx179,"Choice property MX179",source_discovery_insert,"steward"
recD97JdCQoiwI3X9,ind_ihg_co_baqex,"Holiday Inn Express Barranquilla Buenavista",source_discovery_insert,"steward"
recEeZzrgtKP3QgT6,ind_choice_mx_mx178,"Radisson Hotel Cuernavaca",source_discovery_insert,"steward"
recFtm0joBzzPpLcn,ind_choice_mx_mx109,"Comfort Inn Ciudad Juarez",source_discovery_insert,"steward"
recG2Avv5YMNhcpeO,ind_ihg_mx_hermx,"voco Hermosillo",source_discovery_insert,"steward"
recGL82SfUlRB2adK,ind_choice_mx_mx096,"Comfort Inn & Suites Los Cabos",source_discovery_insert,"steward"
recIna7TAhXoRnao6,ind_choice_mx_mx067,"Comfort Inn Cancun Aeropuerto",source_discovery_insert,"steward"
recIw82E8Ql7VIPly,ind_ihg_mx_mexpl,"Kimpton Virgilio Polanco",source_discovery_insert,"steward"
recJJllq895FhV4IQ,ind_ihg_mx_vcrdt,"Holiday Inn Express Veracruz Centro Historico",source_discovery_insert,"steward"
recJmRWXMaR3PLXLF,ind_choice_mx_mx224,"Comfort Inn Puebla Centro Histórico",source_discovery_insert,"steward"
recLore4MMly9ziBB,ind_choice_mx_mx180,"Choice property MX180",source_discovery_insert,"steward"
recLssFRriCurCxi8,ind_ihg_co_bogex,"Holiday Inn Express Bogota - Parque La 93",source_discovery_insert,"steward"
recLzpslbdyo2LPjw,ind_ihg_mx_slwvc,"voco Saltillo Suites",source_discovery_insert,"steward"
recMA7cRuDpOGGLW7,ind_ihg_mx_cjsjz,"voco Ciudad Juárez",source_discovery_insert,"steward"
recOyzLQATwUVnc17,ind_choice_mx_mx227,"Radisson Puebla Angelopolis",source_discovery_insert,"steward"
recP5C9bsYWRS4NCM,ind_choice_mx_mx087,"Comfort Inn Morelia",source_discovery_insert,"steward"
recTgBmnQVsOpF0mC,ind_choice_mx_mx098,"Comfort Inn Hermosillo Airport",source_discovery_insert,"steward"
recTk5I8VOzsPhxDz,ind_ihg_mx_cuncn,"voco Cancún Zona Hotelera",source_discovery_insert,"steward"
recVmMllItEE5sM8r,ind_choice_mx_mx248,"Radisson Hotel Chapala",source_discovery_insert,"steward"
recWaomh8avHNojht,ind_ihg_mx_gdlea,"voco Guadalajara Expo",source_discovery_insert,"steward"
recXkhmSxdzqhiyyQ,ind_choice_mx_mx185,"Radisson Hotel & Convention Center Toluca",source_discovery_insert,"steward"
recY9Cxxo1iAbJgOt,ind_hilton_mx_czmpdup,"The Yucatan Playa del Carmen, Tapestry Collection by Hilton",source_discovery_insert,"steward"
recZ6FQXTTC9uhxZn,ind_hilton_mx_lapitup,"Perla La Paz, Tapestry Collection by Hilton",source_discovery_insert,"steward"
recZIoN8XMYCnRU4i,ind_choice_mx_mx061,"Comfort Inn Puerto Vallarta Golfside & Marina",source_discovery_insert,"steward"
recabSgALHHvys0In,ind_choice_mx_mx092,"Choice property MX092",source_discovery_insert,"steward"
recc4Q3BZldMeMtlA,ind_ihg_do_sdqlm,"Kimpton Las Mercedes",source_discovery_insert,"steward"
recgwNc7RQ9sX3h8q,ind_ihg_co_ctgex,"Holiday Inn Express Cartagena Bocagrande",source_discovery_insert,"steward"
recgybHF0cPT7UqbK,ind_choice_mx_mx241,"Comfort Inn Hermosillo Pitic",source_discovery_insert,"steward"
rechzQGdhpsNY6IFL,ind_ihg_mx_gdlvo,"voco Guadalajara Neruda",source_discovery_insert,"steward"
recleTMDVrwNT6h8I,ind_ihg_co_eypex,"Holiday Inn Express Yopal",source_discovery_insert,"steward"
reclzMoWsbnmCwarC,ind_ihg_mx_mexkm,"Kimpton El Castelar Polanco",source_discovery_insert,"steward"
recmBG7cQC7M7u2Xp,ind_accor_mx_c655,"SO/ Mexico City",source_discovery_insert,"steward"
recmqYctNE2jN1IZT,ind_ihg_mx_mexvc,"voco Ciudad de Mexico Reforma",source_discovery_insert,"steward"
recoGI3BaW8xQXvUU,ind_choice_mx_mx080,"Comfort Inn Monterrey Norte",source_discovery_insert,"steward"
recodiZIwEYLg73z0,ind_choice_mx_mx050,"Comfort Inn Cordoba",source_discovery_insert,"steward"
recq1L0McPXA3WNKs,ind_hilton_mx_pbcmmup,"MM Grand Hotel Puebla, Tapestry Collection by Hilton",source_discovery_insert,"steward"
rectBqnxEwVv5POqj,ind_ihg_co_ctgcm,"Holiday Inn Express Cartagena Manga",source_discovery_insert,"steward"
rectw0Z0wcAPUhEtS,ind_choice_mx_mx181,"Radisson Paraiso Hotel Mexico City",source_discovery_insert,"steward"
recuic6Ss3JKjMSms,ind_ihg_mx_pcmht,"Kimpton Tres Rios - All Inclusive",source_discovery_insert,"steward"
recv4H7O6ENbUMDhM,ind_hilton_mx_bjxupup,"Albor San Miguel de Allende, Tapestry Collection by Hilton",source_discovery_insert,"steward"
recvR2BdCxtEu6wvr,ind_choice_mx_mx077,"Comfort Inn Chihuahua",source_discovery_insert,"steward"
recxx94Ij6YdZlXop,ind_choice_mx_mx051,"Comfort Inn Monterrey Valle",source_discovery_insert,"steward"
recycVQsfCCL8BRoq,ind_ihg_co_bogbo,"Holiday Inn Express & Suites Bogota DC",source_discovery_insert,"steward"
rec0qmO7Xj7uyjWLZ,ind_choice_mx_mx086,"Choice property MX086",source_discovery_insert,"steward"
rec1dTLhN2kHSjyv1,ind_ihg_cr_sjoap,"Holiday Inn Express San Jose Costa Rica Airport",source_discovery_insert,"steward"
rec2mY62wnBxrSb3h,ind_choice_mx_mx073,"Choice property MX073",source_discovery_insert,"steward"
rec3MHAXsWlTUz2gY,ind_hilton_mx_sjdtlup,"Tropicana Los Cabos, Tapestry Collection by Hilton",source_discovery_insert,"steward"
rec3VtNHyHrW0xDk8,ind_choice_mx_mx184,"Radisson Hotel Tapatio Guadalajara",source_discovery_insert,"steward"
rec4WX7MfEUKPZz0H,ind_choice_mx_mx159,"Comfort Inn Delicias",source_discovery_insert,"steward"
rec5Yiueiagomif1m,ind_choice_mx_mx183,"Choice property MX183",source_discovery_insert,"steward"
rec5ipKwCzFMSjwck,ind_ihg_mx_sjdtd,"Kimpton Mas Olas Resort and Spa",source_discovery_insert,"steward"
rec5su7y7H7ZugdIO,ind_choice_mx_mx182,"Choice property MX182",source_discovery_insert,"steward"
rec80TQv5GLlZpUXJ,ind_ihg_mx_pbcpl,"voco Royalty Puebla Downtown",source_discovery_insert,"steward"
rec8OP2d0vaQxvlmP,ind_choice_mx_mx056,"Comfort Inn Tampico",source_discovery_insert,"steward"
rec8OtmFD9eqKORYs,ind_choice_mx_mx226,"Comfort Inn Queretaro Tecnologico",source_discovery_insert,"steward"
rec8WiNOFyLPqC0Sv,ind_choice_mx_mx240,"Radisson San Luis Potosi Aeropuerto",source_discovery_insert,"steward"
rec8p3hHGuNLdbHlz,ind_choice_mx_mx089,"Comfort Inn San Luis Potosi",source_discovery_insert,"steward"
recBsqzZIXorzhgVE,ind_ihg_cr_sjoin,"Holiday Inn Express San Jose Forum",source_discovery_insert,"steward"
recCs5MdweIvs8Da6,ind_ihg_co_mdeex,"Holiday Inn Express & Suites Medellin",source_discovery_insert,"steward"
recCv8y71tA2C8PvP,ind_choice_mx_mx179,"Choice property MX179",source_discovery_insert,"steward"
recD97JdCQoiwI3X9,ind_ihg_co_baqex,"Holiday Inn Express Barranquilla Buenavista",source_discovery_insert,"steward"
recEeZzrgtKP3QgT6,ind_choice_mx_mx178,"Radisson Hotel Cuernavaca",source_discovery_insert,"steward"
recFtm0joBzzPpLcn,ind_choice_mx_mx109,"Comfort Inn Ciudad Juarez",source_discovery_insert,"steward"
recG2Avv5YMNhcpeO,ind_ihg_mx_hermx,"voco Hermosillo",source_discovery_insert,"steward"
recGL82SfUlRB2adK,ind_choice_mx_mx096,"Comfort Inn & Suites Los Cabos",source_discovery_insert,"steward"
recIna7TAhXoRnao6,ind_choice_mx_mx067,"Comfort Inn Cancun Aeropuerto",source_discovery_insert,"steward"
recIw82E8Ql7VIPly,ind_ihg_mx_mexpl,"Kimpton Virgilio Polanco",source_discovery_insert,"steward"
recJJllq895FhV4IQ,ind_ihg_mx_vcrdt,"Holiday Inn Express Veracruz Centro Historico",source_discovery_insert,"steward"
recJmRWXMaR3PLXLF,ind_choice_mx_mx224,"Comfort Inn Puebla Centro Histórico",source_discovery_insert,"steward"
recLore4MMly9ziBB,ind_choice_mx_mx180,"Choice property MX180",source_discovery_insert,"steward"
recLssFRriCurCxi8,ind_ihg_co_bogex,"Holiday Inn Express Bogota - Parque La 93",source_discovery_insert,"steward"
recLzpslbdyo2LPjw,ind_ihg_mx_slwvc,"voco Saltillo Suites",source_discovery_insert,"steward"
recMA7cRuDpOGGLW7,ind_ihg_mx_cjsjz,"voco Ciudad Juárez",source_discovery_insert,"steward"
recOyzLQATwUVnc17,ind_choice_mx_mx227,"Radisson Puebla Angelopolis",source_discovery_insert,"steward"
recP5C9bsYWRS4NCM,ind_choice_mx_mx087,"Comfort Inn Morelia",source_discovery_insert,"steward"
recTgBmnQVsOpF0mC,ind_choice_mx_mx098,"Comfort Inn Hermosillo Airport",source_discovery_insert,"steward"
recTk5I8VOzsPhxDz,ind_ihg_mx_cuncn,"voco Cancún Zona Hotelera",source_discovery_insert,"steward"
recVmMllItEE5sM8r,ind_choice_mx_mx248,"Radisson Hotel Chapala",source_discovery_insert,"steward"
recWaomh8avHNojht,ind_ihg_mx_gdlea,"voco Guadalajara Expo",source_discovery_insert,"steward"
recXkhmSxdzqhiyyQ,ind_choice_mx_mx185,"Radisson Hotel & Convention Center Toluca",source_discovery_insert,"steward"
recY9Cxxo1iAbJgOt,ind_hilton_mx_czmpdup,"The Yucatan Playa del Carmen, Tapestry Collection by Hilton",source_discovery_insert,"steward"
recZ6FQXTTC9uhxZn,ind_hilton_mx_lapitup,"Perla La Paz, Tapestry Collection by Hilton",source_discovery_insert,"steward"
recZIoN8XMYCnRU4i,ind_choice_mx_mx061,"Comfort Inn Puerto Vallarta Golfside & Marina",source_discovery_insert,"steward"
recabSgALHHvys0In,ind_choice_mx_mx092,"Choice property MX092",source_discovery_insert,"steward"
recc4Q3BZldMeMtlA,ind_ihg_do_sdqlm,"Kimpton Las Mercedes",source_discovery_insert,"steward"
recgwNc7RQ9sX3h8q,ind_ihg_co_ctgex,"Holiday Inn Express Cartagena Bocagrande",source_discovery_insert,"steward"
recgybHF0cPT7UqbK,ind_choice_mx_mx241,"Comfort Inn Hermosillo Pitic",source_discovery_insert,"steward"
rechzQGdhpsNY6IFL,ind_ihg_mx_gdlvo,"voco Guadalajara Neruda",source_discovery_insert,"steward"
recleTMDVrwNT6h8I,ind_ihg_co_eypex,"Holiday Inn Express Yopal",source_discovery_insert,"steward"
reclzMoWsbnmCwarC,ind_ihg_mx_mexkm,"Kimpton El Castelar Polanco",source_discovery_insert,"steward"
recmBG7cQC7M7u2Xp,ind_accor_mx_c655,"SO/ Mexico City",source_discovery_insert,"steward"
recmqYctNE2jN1IZT,ind_ihg_mx_mexvc,"voco Ciudad de Mexico Reforma",source_discovery_insert,"steward"
recoGI3BaW8xQXvUU,ind_choice_mx_mx080,"Comfort Inn Monterrey Norte",source_discovery_insert,"steward"
recodiZIwEYLg73z0,ind_choice_mx_mx050,"Comfort Inn Cordoba",source_discovery_insert,"steward"
recq1L0McPXA3WNKs,ind_hilton_mx_pbcmmup,"MM Grand Hotel Puebla, Tapestry Collection by Hilton",source_discovery_insert,"steward"
