record_id,identity_key,property_name,queue,reason
,ind_marriott_do_azsak,"Donoma Las Terrenas Resort & Villas, Autograph Collection",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_do_sdqds,"Sheraton Santo Domingo Hotel",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_do_pujwi,"The Westin Puntacana Resort",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_do_sdqal,"Aloft by Marriott Santo Domingo Piantini",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_cr_lirph,"Planet Hollywood Costa Rica by Royalton, An Autograph Collection All-Inclusive Resort",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_cr_lirel,"El Mangroove, Autograph Collection",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_co_bogak,"The Artisan D.C. Hotel, Autograph Collection",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_co_bogsi,"Sheraton Bogota Hotel",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_co_bogal,"Aloft by Marriott Bogota Airport",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_pa_ptykp,"The Buenaventura Golf & Beach Resort Panama, Autograph Collection",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_pa_ptysi,"Sheraton Grand Panama",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_pa_ptybw,"The Westin Playa Bonita Panama",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_pa_ptywi,"The Westin Panama",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_pa_ptyal,"Aloft by Marriott Panama",source_discovery_insert,"missing_or_unknown_city"
rec0kSLXMjjavq3cG,ind_hilton_mx_qrohwhw,"Homewood Suites by Hilton Queretaro",source_discovery_insert,"steward"
rec0zU2ZRAUKqZ6cE,ind_hilton_mx_mexsahh,"Hilton Mexico City Santa Fe",source_discovery_insert,"steward"
rec3MHAXsWlTUz2gY,ind_hilton_mx_sjdtlup,"Tropicana Los Cabos, Tapestry Collection by Hilton",source_discovery_insert,"steward"
rec44wo1i6V5LLer8,ind_hilton_mx_gdlapgi,"Hilton Garden Inn Guadalajara Airport",source_discovery_insert,"steward"
rec5afEO52m7Fco2Y,ind_hilton_mx_agugigi,"Hilton Garden Inn Aguascalientes",source_discovery_insert,"steward"
rec5nwcu4iXeCfKA6,ind_hilton_mx_gdldtdt,"DoubleTree by Hilton Guadalajara Centro Historico",source_discovery_insert,"steward"
rec6H5cip8HG3iYrw,ind_hilton_mx_agumxhx,"Hampton by Hilton Aguascalientes Downtown",source_discovery_insert,"steward"
rec6HAxrtlnFPjcq8,ind_hilton_mx_slphhhh,"Hilton San Luis Potosi",source_discovery_insert,"steward"
rec7UGlO9CEWEaidU,ind_hilton_mx_pbcgigi,"Hilton Garden Inn Puebla Angelópolis",source_discovery_insert,"steward"
rec7iTdvMe9OZzQcv,ind_hilton_mx_mztdtdt,"DoubleTree by Hilton Mazatlan",source_discovery_insert,"steward"
rec82p7iMFXOLgUk5,ind_hilton_mx_qrosahx,"Hampton Inn & Suites by Hilton Salamanca Bajio",source_discovery_insert,"steward"
rec8CPl1Os1erMyKX,ind_hilton_mx_qrohthx,"Hampton Inn by Hilton Queretaro Tecnologico",source_discovery_insert,"steward"
rec8sLVu4riGQiM0R,ind_hilton_mx_mtymehw,"Homewood Suites by Hilton Monterrey Apodaca",source_discovery_insert,"steward"
recAOcdRmpKmEKPD2,ind_hilton_mx_gdlchua,"Motto by Hilton Guadalajara Centro Historico",source_discovery_insert,"steward"
recBvkvMZewtONyB2,ind_hilton_mx_mexpdlx,"Hacienda Pena Pobre, an SLH Hotel",source_discovery_insert,"steward"
recC32s7cUfGvM0pa,ind_hilton_mx_mexperu,"Tru by Hilton Mexico City Airport",source_discovery_insert,"steward"
recCAr8uQUImZrIDp,ind_hilton_mx_cunhihh,"Hilton Tulum Riviera Maya All-Inclusive Resort",source_discovery_insert,"steward"
recDUWhVwbn6BF1ge,ind_hilton_mx_cuucmgi,"Hilton Garden Inn Chihuahua",source_discovery_insert,"steward"
recE5U0zi3vwYpqQq,ind_hilton_mx_qrosjhx,"Hampton Inn by Hilton San Juan del Rio",source_discovery_insert,"steward"
recF8YdqFwQU8dV3x,ind_hilton_mx_gdlgmhh,"Hilton Guadalajara Midtown",source_discovery_insert,"steward"
recFuJKGY1ouU3K0U,ind_hilton_mx_cunwhlx,"Wakax Hacienda - Cenote and Boutique Hotel, an SLH Hotel",source_discovery_insert,"steward"
recG7GEqswAepVQAo,ind_hilton_mx_cunlvlx,"La Valise Tulum, an SLH Hotel",source_discovery_insert,"steward"
recGR6ooM81OOyalh,ind_hilton_mx_pvrpahh,"Hilton Vallarta Riviera All-Inclusive Resort",source_discovery_insert,"steward"
recGw9eK99HHFMCGK,ind_hilton_mx_slpcvru,"Tru by Hilton Ciudad Valles",source_discovery_insert,"steward"
recHTxyrpUCINtjrJ,ind_hilton_mx_bjxsghx,"Hampton Inn by Hilton Silao-Aeropuerto Bajio",source_discovery_insert,"steward"
recHYZVQlZMEFs3Eo,ind_hilton_mx_qrojqhx,"Hampton by Hilton Queretaro Juriquilla",source_discovery_insert,"steward"
recHndu31JvizcigV,ind_hilton_mx_gdlhahx,"Hampton Inn by Hilton Guadalajara-Aeropuerto",source_discovery_insert,"steward"
recIiCKNLxFJDL02K,ind_hilton_mx_cunmchh,"Hilton Cancun Mar Caribe All-Inclusive Resort",source_discovery_insert,"steward"
recK4csCkvjuYMKCf,ind_hilton_mx_mtymmqq,"MS Milenium Monterrey, Curio Collection by Hilton",source_discovery_insert,"steward"
recKSV4DdTGtvw2Xk,ind_hilton_mx_cywcmhx,"Hampton Inn by Hilton Celaya",source_discovery_insert,"steward"
recKlf7EvrtijIWmb,ind_hilton_mx_verachx,"Hampton by Hilton Veracruz Boca Del Rio",source_discovery_insert,"steward"
recL0OCaMJwc8ljrM,ind_hilton_mx_tamzdhx,"Hampton Inn by Hilton Tampico Zona Dorada",source_discovery_insert,"steward"
recLdSTYD2AYd2oVo,ind_hilton_mx_mexubqq,"Umbral, Curio Collection by Hilton",source_discovery_insert,"steward"
recMF7wBV5NoOBmI7,ind_hilton_mx_zclhxhx,"Hampton Inn by Hilton Zacatecas",source_discovery_insert,"steward"
recPY2YmZJ6uD64aR,ind_hilton_mx_midvmqq,"Villa Mercedes Merida, Curio Collection by Hilton",source_discovery_insert,"steward"
recQdFC6Tkye542YA,ind_hilton_mx_slphxhx,"Hampton Inn by Hilton San Luis Potosi",source_discovery_insert,"steward"
recR0ZScn5FMGqZwL,ind_hilton_mx_aguhxhx,"Hampton Inn & Suites by Hilton Aguascalientes Airport",source_discovery_insert,"steward"
recR3omiGGJPRfaLf,ind_hilton_mx_safgigi,"Hilton Garden Inn Mexico City Santa Fe",source_discovery_insert,"steward"
recSUqn2KQ4dU5Ubl,ind_hilton_mx_mtygigi,"Hilton Garden Inn Monterrey Obispado",source_discovery_insert,"steward"
recTzbWYmSpipGXjt,ind_hilton_mx_mexbhlx,"Brick Hotel, an SLH Hotel",source_discovery_insert,"steward"
recUanvpOQZBXVNNk,ind_hilton_mx_mexrhlx,"Roso Guest House, an SLH Hotel",source_discovery_insert,"steward"
recV916hOKKpXcWUz,ind_hilton_mx_mexchhx,"Hampton Inn & Suites Mexico City - Centro Historico",source_discovery_insert,"steward"
recVwbFITnCVVJFUl,ind_hilton_mx_gdlexhx,"Hampton Inn by Hilton Guadalajara/Expo",source_discovery_insert,"steward"
recWq1l6mB8ulFHMH,ind_hilton_mx_tgzgigi,"Hilton Garden Inn Tuxtla Gutierrez",source_discovery_insert,"steward"
recXRQC5vDqxN9INx,ind_hilton_mx_mexrfhh,"Hilton Mexico City Reforma",source_discovery_insert,"steward"
recY9Cxxo1iAbJgOt,ind_hilton_mx_czmpdup,"The Yucatan Playa del Carmen, Tapestry Collection by Hilton",source_discovery_insert,"steward"
recYKhIgdDZJt0CYa,ind_hilton_mx_mtymaru,"Tru by Hilton Monterrey Fundidora",source_discovery_insert,"steward"
recZ6FQXTTC9uhxZn,ind_hilton_mx_lapitup,"Perla La Paz, Tapestry Collection by Hilton",source_discovery_insert,"steward"
recZ6GImsI2nrR7Wm,ind_hilton_mx_bjxbagi,"Hilton Garden Inn Silao Aeropuerto Bajio",source_discovery_insert,"steward"
recZQY1XbMejpSDHf,ind_hilton_mx_sjdvclx,"La Valise Los Cabos, an SLH Hotel",source_discovery_insert,"steward"
recZdz5TqVAEGwnqb,ind_hilton_mx_mexstdt,"DoubleTree by Hilton Hotel México City Santa Fe",source_discovery_insert,"steward"
recZsHk6KWmYVTTZt,ind_hilton_mx_mtyvohh,"Hilton Monterrey Valle",source_discovery_insert,"steward"
recZylIYekWe2kbTH,ind_hilton_mx_cunrogi,"Hilton Garden Inn Cancun Airport",source_discovery_insert,"steward"
recb1ioSL6IhKXZSb,ind_hilton_mx_czmttlx,"TAGO Tulum, an SLH Hotel",source_discovery_insert,"steward"
recbkMtpNWDTdCd1V,ind_hilton_mx_cunqrhh,"Hilton Cancun, an All-Inclusive Resort",source_discovery_insert,"steward"
recbxG5HBOFyKuGvk,ind_hilton_mx_slwruru,"Tru by Hilton Saltillo",source_discovery_insert,"steward"
reccSW4gAhFdBFAnM,ind_hilton_mx_cunaaqq,"Amare Cancun Adults Only All-Inclusive Resort, Curio by Hilton",source_discovery_insert,"steward"
reccxyVraKH33KpBd,ind_hilton_mx_slwsmhw,"Homewood Suites by Hilton Saltillo",source_discovery_insert,"steward"
recdn7A9xenbN5QCj,ind_hilton_mx_mexahhf,"Hilton México City Airport",source_discovery_insert,"steward"
receo6nPommsrPpLX,ind_hilton_mx_pbcagru,"Tru by Hilton Puebla Angelopolis",source_discovery_insert,"steward"
recfhMPMLZZaFGu43,ind_hilton_mx_qrodtdt,"DoubleTree by Hilton Hotel Queretaro",source_discovery_insert,"steward"
recilyM8vTTrd94aB,ind_hilton_mx_middmlx,"Decu Downtown, an SLH Hotel",source_discovery_insert,"steward"
reck5iVaNkCOb0io3,ind_hilton_mx_vermadt,"DoubleTree by Hilton Hotel Veracruz",source_discovery_insert,"steward"
recmcwOG8vDSwowNR,ind_hilton_mx_tlctldt,"DoubleTree by Hilton Toluca",source_discovery_insert,"steward"
recnYE8SNeM2QE6wK,ind_hilton_mx_cdjvchx,"Hampton Inn by Hilton Ciudad Victoria",source_discovery_insert,"steward"
recq1L0McPXA3WNKs,ind_hilton_mx_pbcmmup,"MM Grand Hotel Puebla, Tapestry Collection by Hilton",source_discovery_insert,"steward"
recrGQ14hIsU5fXLj,ind_hilton_mx_mtyaigi,"Hilton Garden Inn Monterrey Airport",source_discovery_insert,"steward"
recrWuTgMITKMtxU6,ind_hilton_mx_tijotgi,"Hilton Garden Inn Tijuana Airport",source_discovery_insert,"steward"
recsOKVsV4V1wA8G2,ind_hilton_mx_bjxadgi,"Hilton Garden Inn Leon",source_discovery_insert,"steward"
rect1ih9Yuuw5T00T,ind_hilton_mx_cuncuqq,"The Fives Downtown Hotel & Residences, Curio Collection by Hilton",source_discovery_insert,"steward"
rectp73xoOzgnT5iS,ind_hilton_mx_tamhshx,"Hampton Inn by Hilton Tampico Aeropuerto",source_discovery_insert,"steward"
recv4H7O6ENbUMDhM,ind_hilton_mx_bjxupup,"Albor San Miguel de Allende, Tapestry Collection by Hilton",source_discovery_insert,"steward"
recvMr9l5A6Ju4mVj,ind_hilton_mx_cunlipy,"Canopy by Hilton Cancun La Isla",source_discovery_insert,"steward"
recvYTAOLSqVtAwlp,ind_hilton_mx_pbchxhx,"Hampton Inn & Suites by Hilton Puebla",source_discovery_insert,"steward"
recw1AOGCJNfMKkcz,ind_hilton_mx_bjxsagi,"Hilton Garden Inn Salamanca",source_discovery_insert,"steward"
recyry5FiwPqHy7Ez,ind_hilton_mx_cunbelx,"Bespoke Tulum, an SLH Hotel",source_discovery_insert,"steward"
reczPGWGBZ2Zn5H4U,ind_hilton_mx_qropigi,"Hilton Garden Inn Queretaro",source_discovery_insert,"steward"
reczuuEr7dpPpy1je,ind_hilton_mx_midddlx,"Diez Diez Collection, an SLH Hotel",source_discovery_insert,"steward"
