record_id,identity_key,property_name,queue,reason
recYB8RuAdO1tewB9,ind_accor_co_a015,"Ibis budget Barranquilla",source_discovery_insert,"steward"
recYwdabT0eURnQpb,ind_preferred_mx_1205,"Galeria Plaza Reforma",source_discovery_insert,"steward"
recZMjf0vaZ9NrEFI,ind_accor_co_b468,"Novotel Bogotá Parque 93 (Ex Atton)",source_discovery_insert,"steward"
recZQY1XbMejpSDHf,ind_hilton_mx_sjdvclx,"La Valise Los Cabos, an SLH Hotel",source_discovery_insert,"steward"
recZylIYekWe2kbTH,ind_hilton_mx_cunrogi,"Hilton Garden Inn Cancun Airport",source_discovery_insert,"steward"
recbSDS3uEj2663co,ind_marriott_mx_mexxl,"City Express by Marriott Ciudad de México Tlalpan",source_discovery_insert,"steward"
recbckFp4Y3n4ZfAK,ind_marriott_mx_cunmx,"Marriott Cancun, An All-Inclusive Resort",source_discovery_insert,"steward"
recbkMtpNWDTdCd1V,ind_hilton_mx_cunqrhh,"Hilton Cancun, an All-Inclusive Resort",source_discovery_insert,"steward"
recc9KPpZKnffD7qw,ind_marriott_mx_cunfd,"Fairfield by Marriott Inn & Suites Cancun Downtown",source_discovery_insert,"steward"
reccSW4gAhFdBFAnM,ind_hilton_mx_cunaaqq,"Amare Cancun Adults Only All-Inclusive Resort, Curio by Hilton",source_discovery_insert,"steward"
reccVRGfOEjyJLuMq,ind_ihg_mx_mexmc,"InterContinental Presidente Mexico City Miyana",source_discovery_insert,"steward"
recdJUD4FESNzVOPL,ind_preferred_mx_7076,"ATELIER Playa Mujeres",source_discovery_insert,"steward"
recdRPHXF8JnSOgmx,ind_marriott_mx_cunal,"Aloft by Marriott Cancun",source_discovery_insert,"steward"
recdW3YRb7tr8hI8H,ind_marriott_mx_midcy,"Courtyard by Marriott Merida Downtown",source_discovery_insert,"steward"
recdlG6uYmJhrReyp,ind_marriott_mx_mexcm,"City Centro by Marriott Ciudad De México",source_discovery_insert,"steward"
receH25V0G073mdAp,ind_marriott_mx_qroqf,"Four Points by Sheraton Queretaro Norte",source_discovery_insert,"steward"
recesxwojPUsr2gQG,ind_hilton_cr_sjonahh,"Hilton San Jose La Sabana",source_discovery_insert,"steward"
recfhMPMLZZaFGu43,ind_hilton_mx_qrodtdt,"DoubleTree by Hilton Hotel Queretaro",source_discovery_insert,"steward"
recgMcYTKJG8N5QAa,ind_marriott_mx_sjddh,"Drift San Jose del Cabo, a Member of Design Hotels™",source_discovery_insert,"steward"
recgeTg8rWJkbaSxI,ind_hilton_co_boghxhx,"Hampton by Hilton Bogota Airport",source_discovery_insert,"steward"
recgmIgZMZwSJpqvB,ind_preferred_mx_414886,"Las Brisas Merida",source_discovery_insert,"steward"
recgn1H4PFwLmg5ol,ind_accor_co_9910,"ibis Barranquilla",source_discovery_insert,"steward"
rech753PnrJwZtKVv,ind_hilton_co_bogchup,"Chelsea Bogota Parque 93, Tapestry Collection by Hilton",source_discovery_insert,"steward"
rechSkhr2ywccXYtZ,ind_marriott_mx_cunwl,"The Westin Lagunamar Ocean Resort Villas & Spa, Cancun",source_discovery_insert,"steward"
recjbXtme9sZCM0vi,ind_marriott_mx_cunxc,"City Express by Marriott Cancun",source_discovery_insert,"steward"
recjnQUAuLYYub0ia,ind_marriott_mx_mexpe,"City Express Plus by Marriott Ciudad de México Santa Fe",source_discovery_insert,"steward"
recke3dkUlz0mULbB,ind_preferred_pa_415117,"Dovle Branded Residences",source_discovery_insert,"steward"
reckoKN1STiFnzQgo,ind_preferred_mx_1391,"Grand Fiesta Americana Coral Beach Cancun All Inclusive Spa Resort",source_discovery_insert,"steward"
reckxqiwM0Qj7jxsK,ind_marriott_mx_cunim,"Almare, a Luxury Collection Resort, Isla Mujeres Cancun, Adult All-Inclusive",source_discovery_insert,"steward"
recl1DGBxjtQpKiV2,ind_preferred_mx_312464,"Garza Blanca Resort & Spa Cancun a Tafer Resort",source_discovery_insert,"steward"
reclSFHJZfNVlhYTo,ind_choice_co_cb030,"Faranda Collection Medellin",source_discovery_insert,"steward"
reclzMoWsbnmCwarC,ind_ihg_mx_mexkm,"Kimpton El Castelar Polanco",source_discovery_insert,"steward"
recmDfTGhrtx6cKSm,ind_marriott_mx_qroaq,"Aloft by Marriott Queretaro",source_discovery_insert,"steward"
recmIZ2mVMguAWa0x,ind_marriott_mx_cunpc,"Planet Hollywood Cancun by Royalton, An Autograph Collection All-Inclusive Resort",source_discovery_insert,"steward"
recmj17m70WCTxMpu,ind_wyndham_mx_hotel-mx-lagunilla-cdmx-trademark-collection,"Hotel MX lagunilla CDMX, Trademark Collection by Wyndham",source_discovery_insert,"steward"
recmqYctNE2jN1IZT,ind_ihg_mx_mexvc,"voco Ciudad de Mexico Reforma",source_discovery_insert,"steward"
recn43EWIqHWm3Vk9,ind_marriott_mx_cunfi,"Fairfield by Marriott Inn & Suites Cancun Airport",source_discovery_insert,"steward"
recnGMudY5WiYKeaA,ind_ihg_mx_mexav,"Holiday Inn Express Ciudad de Mexico Condesa",source_discovery_insert,"steward"
recnlsjm1zdUiTZ0D,ind_accor_mx_b552,"Novotel Mexico City World Trade Center",source_discovery_insert,"steward"
reco1AJuPUj9XV1bT,ind_ihg_mx_midsa,"Holiday Inn Express Merida",source_discovery_insert,"steward"
reco7guOJ29TMdlAQ,ind_ihg_mx_qroav,"avid hotels Queretaro Centro Sur",source_discovery_insert,"steward"
recqK7LVXJe0j4juW,ind_preferred_co_1448,"93 Luxury Suites & Residences",source_discovery_insert,"steward"
recqby6BSX25W0j4H,ind_hilton_co_bogeddt,"DoubleTree By Hilton Bogota Calle 100",source_discovery_insert,"steward"
recr7JIdCtAd8UNVt,ind_hilton_mx_cunwawa,"Waldorf Astoria Riviera Maya",source_discovery_insert,"steward"
recrlgvxKIl2tY4Y6,ind_ihg_mx_bjxcp,"Crowne Plaza Leon",source_discovery_insert,"steward"
recrtWVGPtcMKPxJi,ind_hilton_co_bogbchh,"Hilton Bogota",source_discovery_insert,"steward"
recs75WlPAQINN12F,ind_accor_mx_a7v8,"Ibis Styles Merida Galerías",source_discovery_insert,"steward"
recs7ZHdkkN45SLxS,ind_preferred_mx_1350,"Live Aqua Cancun All Inclusive Adults Only",source_discovery_insert,"steward"
recsB6uTaqDwQ36Dt,ind_marriott_mx_mexxb,"City Express by Marriott Ciudad de México Tlalnepantla",source_discovery_insert,"steward"
recsOKVsV4V1wA8G2,ind_hilton_mx_bjxadgi,"Hilton Garden Inn Leon",source_discovery_insert,"steward"
rectNO0OfkfsArlcE,ind_ihg_mx_bjxex,"Holiday Inn Leon",source_discovery_insert,"steward"
rectRnUzTUQ1kj9gG,ind_hilton_co_mdeykqq,"York Medellin, Curio Collection by Hilton",source_discovery_insert,"steward"
rectVMgSHCz3NWt5L,ind_accor_co_a3x0,"Ibis Cúcuta",source_discovery_insert,"steward"
rectu91Grbs4A7uGu,ind_preferred_mx_413719,"Galeria Plaza Leon",source_discovery_insert,"steward"
recuBN7Msp3NJKSQz,ind_ihg_mx_pcmpd,"Holiday Inn Express & Suites Playa del Carmen",source_discovery_insert,"steward"
recuQkBWk2A3QoITX,ind_accor_co_b465,"Novotel Medellín El Tesoro",source_discovery_insert,"steward"
recudtIfrUfQHG31P,ind_choice_co_cb031,"V Grand Hotel",source_discovery_insert,"steward"
recvMr9l5A6Ju4mVj,ind_hilton_mx_cunlipy,"Canopy by Hilton Cancun La Isla",source_discovery_insert,"steward"
recvnfnsxkRws6Wq3,ind_preferred_mx_1445,"NIZUC Resort & Spa",source_discovery_insert,"steward"
recw4ezrQonBLTedA,ind_accor_mx_9287,"ibis Queretaro",source_discovery_insert,"steward"
recwQL75O9hszKttd,ind_marriott_mx_mexxv,"City Express by Marriott Ciudad de México La Villa",source_discovery_insert,"steward"
recx71Cz1lHdfHDfg,ind_choice_mx_mx103,"Sleep Inn Queretaro",source_discovery_insert,"steward"
recySPniSwEyH4VNf,ind_marriott_mx_cunfp,"Four Points by Sheraton Cancun Centro",source_discovery_insert,"steward"
reczPGWGBZ2Zn5H4U,ind_hilton_mx_qropigi,"Hilton Garden Inn Queretaro",source_discovery_insert,"steward"
recznVUPjxTf3v8UU,ind_marriott_mx_bjxpl,"City Express Plus by Marriott Leon Centro de Convenciones",source_discovery_insert,"steward"
reczrJeAOzaQOwGzV,ind_preferred_mx_1262,"Hacienda Jurica by Brisas",source_discovery_insert,"steward"
reczuuEr7dpPpy1je,ind_hilton_mx_midddlx,"Diez Diez Collection, an SLH Hotel",source_discovery_insert,"steward"
rec0kSLXMjjavq3cG,ind_hilton_mx_qrohwhw,"Homewood Suites by Hilton Queretaro",source_discovery_insert,"steward"
rec0zU2ZRAUKqZ6cE,ind_hilton_mx_mexsahh,"Hilton Mexico City Santa Fe",source_discovery_insert,"steward"
rec3MHAXsWlTUz2gY,ind_hilton_mx_sjdtlup,"Tropicana Los Cabos, Tapestry Collection by Hilton",source_discovery_insert,"steward"
rec44wo1i6V5LLer8,ind_hilton_mx_gdlapgi,"Hilton Garden Inn Guadalajara Airport",source_discovery_insert,"steward"
rec5afEO52m7Fco2Y,ind_hilton_mx_agugigi,"Hilton Garden Inn Aguascalientes",source_discovery_insert,"steward"
rec5nwcu4iXeCfKA6,ind_hilton_mx_gdldtdt,"DoubleTree by Hilton Guadalajara Centro Historico",source_discovery_insert,"steward"
rec6H5cip8HG3iYrw,ind_hilton_mx_agumxhx,"Hampton by Hilton Aguascalientes Downtown",source_discovery_insert,"steward"
rec6HAxrtlnFPjcq8,ind_hilton_mx_slphhhh,"Hilton San Luis Potosi",source_discovery_insert,"steward"
rec7UGlO9CEWEaidU,ind_hilton_mx_pbcgigi,"Hilton Garden Inn Puebla Angelópolis",source_discovery_insert,"steward"
rec7iTdvMe9OZzQcv,ind_hilton_mx_mztdtdt,"DoubleTree by Hilton Mazatlan",source_discovery_insert,"steward"
rec82p7iMFXOLgUk5,ind_hilton_mx_qrosahx,"Hampton Inn & Suites by Hilton Salamanca Bajio",source_discovery_insert,"steward"
rec8CPl1Os1erMyKX,ind_hilton_mx_qrohthx,"Hampton Inn by Hilton Queretaro Tecnologico",source_discovery_insert,"steward"
rec8sLVu4riGQiM0R,ind_hilton_mx_mtymehw,"Homewood Suites by Hilton Monterrey Apodaca",source_discovery_insert,"steward"
recAOcdRmpKmEKPD2,ind_hilton_mx_gdlchua,"Motto by Hilton Guadalajara Centro Historico",source_discovery_insert,"steward"
recBvkvMZewtONyB2,ind_hilton_mx_mexpdlx,"Hacienda Pena Pobre, an SLH Hotel",source_discovery_insert,"steward"
recC32s7cUfGvM0pa,ind_hilton_mx_mexperu,"Tru by Hilton Mexico City Airport",source_discovery_insert,"steward"
recCAr8uQUImZrIDp,ind_hilton_mx_cunhihh,"Hilton Tulum Riviera Maya All-Inclusive Resort",source_discovery_insert,"steward"
recDUWhVwbn6BF1ge,ind_hilton_mx_cuucmgi,"Hilton Garden Inn Chihuahua",source_discovery_insert,"steward"
recE5U0zi3vwYpqQq,ind_hilton_mx_qrosjhx,"Hampton Inn by Hilton San Juan del Rio",source_discovery_insert,"steward"
recF8YdqFwQU8dV3x,ind_hilton_mx_gdlgmhh,"Hilton Guadalajara Midtown",source_discovery_insert,"steward"
recFuJKGY1ouU3K0U,ind_hilton_mx_cunwhlx,"Wakax Hacienda - Cenote and Boutique Hotel, an SLH Hotel",source_discovery_insert,"steward"
recG7GEqswAepVQAo,ind_hilton_mx_cunlvlx,"La Valise Tulum, an SLH Hotel",source_discovery_insert,"steward"
recGR6ooM81OOyalh,ind_hilton_mx_pvrpahh,"Hilton Vallarta Riviera All-Inclusive Resort",source_discovery_insert,"steward"
recGw9eK99HHFMCGK,ind_hilton_mx_slpcvru,"Tru by Hilton Ciudad Valles",source_discovery_insert,"steward"
recHTxyrpUCINtjrJ,ind_hilton_mx_bjxsghx,"Hampton Inn by Hilton Silao-Aeropuerto Bajio",source_discovery_insert,"steward"
recHYZVQlZMEFs3Eo,ind_hilton_mx_qrojqhx,"Hampton by Hilton Queretaro Juriquilla",source_discovery_insert,"steward"
recHndu31JvizcigV,ind_hilton_mx_gdlhahx,"Hampton Inn by Hilton Guadalajara-Aeropuerto",source_discovery_insert,"steward"
recIiCKNLxFJDL02K,ind_hilton_mx_cunmchh,"Hilton Cancun Mar Caribe All-Inclusive Resort",source_discovery_insert,"steward"
recK4csCkvjuYMKCf,ind_hilton_mx_mtymmqq,"MS Milenium Monterrey, Curio Collection by Hilton",source_discovery_insert,"steward"
recKSV4DdTGtvw2Xk,ind_hilton_mx_cywcmhx,"Hampton Inn by Hilton Celaya",source_discovery_insert,"steward"
recKlf7EvrtijIWmb,ind_hilton_mx_verachx,"Hampton by Hilton Veracruz Boca Del Rio",source_discovery_insert,"steward"
recL0OCaMJwc8ljrM,ind_hilton_mx_tamzdhx,"Hampton Inn by Hilton Tampico Zona Dorada",source_discovery_insert,"steward"
recLdSTYD2AYd2oVo,ind_hilton_mx_mexubqq,"Umbral, Curio Collection by Hilton",source_discovery_insert,"steward"
recMF7wBV5NoOBmI7,ind_hilton_mx_zclhxhx,"Hampton Inn by Hilton Zacatecas",source_discovery_insert,"steward"
recPY2YmZJ6uD64aR,ind_hilton_mx_midvmqq,"Villa Mercedes Merida, Curio Collection by Hilton",source_discovery_insert,"steward"
recQdFC6Tkye542YA,ind_hilton_mx_slphxhx,"Hampton Inn by Hilton San Luis Potosi",source_discovery_insert,"steward"
recR0ZScn5FMGqZwL,ind_hilton_mx_aguhxhx,"Hampton Inn & Suites by Hilton Aguascalientes Airport",source_discovery_insert,"steward"
recR3omiGGJPRfaLf,ind_hilton_mx_safgigi,"Hilton Garden Inn Mexico City Santa Fe",source_discovery_insert,"steward"
recSUqn2KQ4dU5Ubl,ind_hilton_mx_mtygigi,"Hilton Garden Inn Monterrey Obispado",source_discovery_insert,"steward"
recTzbWYmSpipGXjt,ind_hilton_mx_mexbhlx,"Brick Hotel, an SLH Hotel",source_discovery_insert,"steward"
recUanvpOQZBXVNNk,ind_hilton_mx_mexrhlx,"Roso Guest House, an SLH Hotel",source_discovery_insert,"steward"
recV916hOKKpXcWUz,ind_hilton_mx_mexchhx,"Hampton Inn & Suites Mexico City - Centro Historico",source_discovery_insert,"steward"
recVwbFITnCVVJFUl,ind_hilton_mx_gdlexhx,"Hampton Inn by Hilton Guadalajara/Expo",source_discovery_insert,"steward"
recWq1l6mB8ulFHMH,ind_hilton_mx_tgzgigi,"Hilton Garden Inn Tuxtla Gutierrez",source_discovery_insert,"steward"
recXRQC5vDqxN9INx,ind_hilton_mx_mexrfhh,"Hilton Mexico City Reforma",source_discovery_insert,"steward"
recY9Cxxo1iAbJgOt,ind_hilton_mx_czmpdup,"The Yucatan Playa del Carmen, Tapestry Collection by Hilton",source_discovery_insert,"steward"
recYKhIgdDZJt0CYa,ind_hilton_mx_mtymaru,"Tru by Hilton Monterrey Fundidora",source_discovery_insert,"steward"
recZ6FQXTTC9uhxZn,ind_hilton_mx_lapitup,"Perla La Paz, Tapestry Collection by Hilton",source_discovery_insert,"steward"
recZ6GImsI2nrR7Wm,ind_hilton_mx_bjxbagi,"Hilton Garden Inn Silao Aeropuerto Bajio",source_discovery_insert,"steward"
recZQY1XbMejpSDHf,ind_hilton_mx_sjdvclx,"La Valise Los Cabos, an SLH Hotel",source_discovery_insert,"steward"
recZdz5TqVAEGwnqb,ind_hilton_mx_mexstdt,"DoubleTree by Hilton Hotel México City Santa Fe",source_discovery_insert,"steward"
recZsHk6KWmYVTTZt,ind_hilton_mx_mtyvohh,"Hilton Monterrey Valle",source_discovery_insert,"steward"
recZylIYekWe2kbTH,ind_hilton_mx_cunrogi,"Hilton Garden Inn Cancun Airport",source_discovery_insert,"steward"
recb1ioSL6IhKXZSb,ind_hilton_mx_czmttlx,"TAGO Tulum, an SLH Hotel",source_discovery_insert,"steward"
recbkMtpNWDTdCd1V,ind_hilton_mx_cunqrhh,"Hilton Cancun, an All-Inclusive Resort",source_discovery_insert,"steward"
recbxG5HBOFyKuGvk,ind_hilton_mx_slwruru,"Tru by Hilton Saltillo",source_discovery_insert,"steward"
reccSW4gAhFdBFAnM,ind_hilton_mx_cunaaqq,"Amare Cancun Adults Only All-Inclusive Resort, Curio by Hilton",source_discovery_insert,"steward"
reccxyVraKH33KpBd,ind_hilton_mx_slwsmhw,"Homewood Suites by Hilton Saltillo",source_discovery_insert,"steward"
recdn7A9xenbN5QCj,ind_hilton_mx_mexahhf,"Hilton México City Airport",source_discovery_insert,"steward"
receo6nPommsrPpLX,ind_hilton_mx_pbcagru,"Tru by Hilton Puebla Angelopolis",source_discovery_insert,"steward"
recfhMPMLZZaFGu43,ind_hilton_mx_qrodtdt,"DoubleTree by Hilton Hotel Queretaro",source_discovery_insert,"steward"
recilyM8vTTrd94aB,ind_hilton_mx_middmlx,"Decu Downtown, an SLH Hotel",source_discovery_insert,"steward"
reck5iVaNkCOb0io3,ind_hilton_mx_vermadt,"DoubleTree by Hilton Hotel Veracruz",source_discovery_insert,"steward"
recmcwOG8vDSwowNR,ind_hilton_mx_tlctldt,"DoubleTree by Hilton Toluca",source_discovery_insert,"steward"
recnYE8SNeM2QE6wK,ind_hilton_mx_cdjvchx,"Hampton Inn by Hilton Ciudad Victoria",source_discovery_insert,"steward"
recq1L0McPXA3WNKs,ind_hilton_mx_pbcmmup,"MM Grand Hotel Puebla, Tapestry Collection by Hilton",source_discovery_insert,"steward"
recrGQ14hIsU5fXLj,ind_hilton_mx_mtyaigi,"Hilton Garden Inn Monterrey Airport",source_discovery_insert,"steward"
recrWuTgMITKMtxU6,ind_hilton_mx_tijotgi,"Hilton Garden Inn Tijuana Airport",source_discovery_insert,"steward"
recsOKVsV4V1wA8G2,ind_hilton_mx_bjxadgi,"Hilton Garden Inn Leon",source_discovery_insert,"steward"
rect1ih9Yuuw5T00T,ind_hilton_mx_cuncuqq,"The Fives Downtown Hotel & Residences, Curio Collection by Hilton",source_discovery_insert,"steward"
rectp73xoOzgnT5iS,ind_hilton_mx_tamhshx,"Hampton Inn by Hilton Tampico Aeropuerto",source_discovery_insert,"steward"
recv4H7O6ENbUMDhM,ind_hilton_mx_bjxupup,"Albor San Miguel de Allende, Tapestry Collection by Hilton",source_discovery_insert,"steward"
recvMr9l5A6Ju4mVj,ind_hilton_mx_cunlipy,"Canopy by Hilton Cancun La Isla",source_discovery_insert,"steward"
recvYTAOLSqVtAwlp,ind_hilton_mx_pbchxhx,"Hampton Inn & Suites by Hilton Puebla",source_discovery_insert,"steward"
recw1AOGCJNfMKkcz,ind_hilton_mx_bjxsagi,"Hilton Garden Inn Salamanca",source_discovery_insert,"steward"
recyry5FiwPqHy7Ez,ind_hilton_mx_cunbelx,"Bespoke Tulum, an SLH Hotel",source_discovery_insert,"steward"
reczPGWGBZ2Zn5H4U,ind_hilton_mx_qropigi,"Hilton Garden Inn Queretaro",source_discovery_insert,"steward"
reczuuEr7dpPpy1je,ind_hilton_mx_midddlx,"Diez Diez Collection, an SLH Hotel",source_discovery_insert,"steward"
