recordId,name,country,city,currentMarket,currentSubmarket,proposedMarket,proposedSubmarket,reason,confidence,source,issues
rec0Ct1YQeMREb0KA,Belem Soft Hotel,Brazil,Belem,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
rec0EIAxddL40SDg1,Hotel Mision Patzcuaro Centro Historico,Mexico,Patzcuaro,Pacific Central,Centro Histórico,,Other,city_country_mode_submarket,Medium,census_city_mode,
rec1D9RNE58F92DbU,ibis Santiago La Condes Manquehue,Chile,Santiago,Santiago,Las Condes,,Santiago Centro,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
rec24s8YptJ8hMSEy,Hyatt Centric San Isidro Lima,Peru,Lima,Lima,San Isidro,,Lima Historic Center,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec34Ig5UMSyEsV5j,Hyatt House Mexico City Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
rec34vD9VkdzPavaY,NH Collection Mexico City Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
rec3LQU4jglDhPTpx,Campos Polanco,Mexico,Mexico City,Mexico City,Polanco,,Mexico City,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
rec3bdWqudtGjm4V4,Holiday Inn Mexico Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
rec3veSAbQg8ruj0E,Hotel Por Do Sol,Brazil,Santarém,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
rec48fsOOc54FLRWy,ibis Rio De Janeiro Barra Da Tijuca,Brazil,Rio de Janeiro,Rio de Janeiro,Barra da Tijuca,,Rio de Janeiro,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
rec4AVGTDyoTsOqDs,Melia Lima,Peru,Lima,Lima,San Isidro,,Lima Historic Center,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec4K1A1KJuN1WYWh,Howard Johnson by Wyndham Trenque Lauquen,Argentina,Trenque Lauquen,Argentina Provincial,Buenos Aires,Buenos Aires,,str_excel_submarket,High,str_excel,provincial_market_with_specific_submarket; market_not_dominant_for_submarket
rec4Tk1N3YVhZQu4L,DoubleTree by Hilton Hotel Mexico City Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
rec4YzhyLCYTN1BbJ,Parque Balneario Hotel,Brazil,Santos,Brazil Southeast,Santos Dumont / Airport Corridor,,São Paulo,city_country_mode_submarket,Medium,census_city_mode,
rec4ZLlRALB5GH6Lu,Residence Inn Rio De Janeiro Barra Da Tijuca,Brazil,Rio de Janeiro,Rio de Janeiro,Barra da Tijuca,,Rio de Janeiro,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
rec5MmP3leSQD3P5t,Hotel Vale Do Tocantins,Brazil,Maraba,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
rec5RoVLlcN3vf2nV,Don Wilo Yoo Oaxaca Hotel,Mexico,Huatulco,Pacific South,Oaxaca,,Other,city_country_mode_submarket,Medium,census_city_mode,
rec5UoftMhxsvAJ1P,Holiday Inn Express Mexico Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
rec5jtMpYE4mJAnHc,"Zacatecas Centro Historico, Curio Collection by Hilton",Mexico,Zacatecas,Mexico Central/Bajio,Centro Histórico,,Other,city_country_mode_submarket,Medium,census_city_mode,
rec5w83E8540xou5f,Days Inn by Wyndham Dolores Hotel Termal,Argentina,Dolores,Argentina Provincial,Buenos Aires,Buenos Aires,,str_excel_submarket,High,str_excel,provincial_market_with_specific_submarket; market_not_dominant_for_submarket
rec5wmmrmkEZYx9xh,Howard Johnson Hotel & Convention Center Ezeiza,Argentina,Tristan Suarez,Argentina Provincial,Buenos Aires,Buenos Aires,,str_excel_submarket,High,str_excel,provincial_market_with_specific_submarket; market_not_dominant_for_submarket
rec6H1qv7BGYauUkf,Wyndham Garden Santiago Kennedy,Chile,Santiago,Santiago,Vitacura,,Santiago Centro,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
rec6WxRIezP4IYRTA,ibis Pilar,Argentina,Pilar,Argentina Provincial,Buenos Aires,Buenos Aires,,str_excel_submarket,High,str_excel,provincial_market_with_specific_submarket; market_not_dominant_for_submarket
rec6sVPgm8E8UNHTA,Radisson Hotel Trinidad,Trinidad and Tobago,Port Of Spain,Trinidad & Tobago,Trinidad & Tobago,,Tobago,normalize_submarket_label,Medium,dealality_submarket_normalize,city_corridor_submarket_mismatch
rec7E56QkEydvSPjC,Gran Hotel Manzana Kempinski,Cuba,Havana,Cuba,Cuba Regional,,Havana,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
rec7FBbyaR2UiXfzJ,Kimpton Virgilio,Mexico,Mexico City,Mexico City,Polanco,,Mexico City,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
rec7LcumVxpjnsNAC,Hotel Dorado La 70,Colombia,Medellin,Colombia Provincial,Bogotá,Bogota,Medellín,submarket_dominant_market,Medium,census_submarket_dominant_market,provincial_market_with_specific_submarket; city_corridor_submarket_mismatch; market_not_dominant_for_submarket
rec84mxRv4yOmx6UX,BodyHoliday Saint Lucia,Saint Lucia,Castries,St Lucia,St Lucia,,Castries,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
rec8BbU6Y07s0E3Pj,Howard Johnson by Wyndham Carilo Convention Center,Argentina,Carilo,Argentina Provincial,Buenos Aires,Buenos Aires,,str_excel_submarket,High,str_excel,provincial_market_with_specific_submarket; market_not_dominant_for_submarket
rec8ECn9rSRFi18e1,Mar del Cabo by Velas Resorts,Mexico,La Paz,Baja California,Los Cabos,,Other,city_country_mode_submarket,Medium,census_city_mode,
rec8WLi3Oh2iFN4ub,Novotel Lima San Isidro,Peru,Lima,Lima,San Isidro,,Lima Historic Center,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec8dA9XYpRmt28at,AVA Cancun Resort,Mexico,Cancún,Cancun,Cancún Hotel Zone,,Cancún Airport Corridor,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec8dHx2ZsLgkpkzn,Wyndham Garden Capana,Argentina,Campana,Argentina Provincial,Buenos Aires,Buenos Aires,,str_excel_submarket,High,str_excel,provincial_market_with_specific_submarket; market_not_dominant_for_submarket
rec9Al5t6gO9kVHCs,Hilton Los Cabos,Mexico,La Paz,Baja California,Los Cabos,,Other,city_country_mode_submarket,Medium,census_city_mode,
rec9XpDuhx43nBfaJ,Hilton Garden Inn Mexico City Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
recA0sENi8TEKNn3P,Itaoca Belem Hotel,Brazil,Belem,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
recA18H350lagKV5H,Daniel's Apart Hotel,Peru,Lima,Lima,San Isidro,,Lima Historic Center,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recAj3fJgE2qqNWrJ,Vila Rica Hotel,Brazil,Belem,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
recAldcQHmK7javBj,Wyndham Costa del Sol Lima Airport,Peru,Callao,Lima,San Isidro,,Callao / Port,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recBLCp2NGPPFzPgu,Tapajos Palace Hotel,Brazil,Novo Progresso,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
recBUhlH6fevhYFEe,"Sortis Hote, Spa & Casino, Autograph Collection",Panama,Panama City,Panama,Panama City,Panama City,,str_excel_market,High,str_excel,
recBZmu6uOtSguSSC,Hyatt Place Santiago Vitacura,Chile,Santiago,Santiago,Vitacura,,Santiago Centro,city_country_mode_submarket,Medium,census_city_mode,city_corridor_submarket_mismatch
