sourceRecordId,sourceName,sourceType,sourceLicense,sourceUrl,rawHotelName,rawAddress,rawCity,rawCountry,rawLatitude,rawLongitude,rawWebsite,rawPhone,rawBrand,importBatchId,importedAt,reviewStatus,possibleMatchConfidence,recommendedAction,candidateDedupeKey,osmElementType,osmTourismTag,missingFields
node/2613949124,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2613949124,Four Points by Sheraton,Boulevard 1º de Noviembre,Punta Cana,Dominican Republic,18.5591959,-68.3729673,,+18099592222,Four Points by Sheraton,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,four points by sheraton|punta cana|dominican republic,node,hotel,missingWebsite
node/2720148366,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2720148366,New Parisian,,,Dominican Republic,19.2935722,-70.2529536,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,new parisian|19.2936|-70.253,node,hotel,missingCity; missingWebsite; missingPhone
node/2724424280,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2724424280,Cabaña Anwis,Salida a Tenares,SAN FRANCISCO DE MACORIS,Dominican Republic,19.3262656,-70.2781032,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,cabana anwis|san francisco de macoris|dominican republic,node,hotel,missingWebsite; missingPhone
node/2724999922,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2724999922,Hotel Libano,,,Dominican Republic,19.2977859,-70.2576696,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,hotel libano|19.2978|-70.2577,node,hotel,missingCity; missingWebsite; missingPhone
node/2778735252,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2778735252,Sheraton,,,Dominican Republic,18.463431,-69.8979402,,,Sheraton,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,sheraton|18.4634|-69.8979,node,hotel,missingCity; missingWebsite; missingPhone
node/2836668830,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2836668830,Las Olas Luxury Villas,,,Dominican Republic,19.3126871,-69.5668556,https://www.dominicana.life/,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,las olas luxury villas|19.3127|-69.5669,node,hotel,missingCity; missingPhone
node/2866813906,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2866813906,Sensimar Punta Cana Villas & Suites,,,Dominican Republic,18.7193615,-68.453179,,,RIU,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,sensimar punta cana villas & suites|18.7194|-68.4532,node,hotel,missingCity; missingWebsite; missingPhone
node/2955259538,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2955259538,Hotel Villa Colonial,"157, Calle Sanchez",Santo Domingo,DO,18.470899,-69.888196,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,hotel villa colonial|santo domingo|do,node,hotel,missingWebsite; missingPhone
node/2966028861,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2966028861,Hotel Alegria,,,Dominican Republic,19.7510559,-70.4024362,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,hotel alegria|19.7511|-70.4024,node,hotel,missingCity; missingWebsite; missingPhone
node/2998189889,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2998189889,Hotel Occidental Allegro Playa Dorada,,,Dominican Republic,19.7693703,-70.6452375,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,hotel occidental allegro playa dorada|19.7694|-70.6452,node,hotel,missingCity; missingWebsite; missingPhone
node/2998191668,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2998191668,Barceló Puerto Plata,,,Dominican Republic,19.7715218,-70.6412773,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,barcelo puerto plata|19.7715|-70.6413,node,hotel,missingCity; missingWebsite; missingPhone
node/2998191669,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2998191669,Hotel Gran Ventana,,,Dominican Republic,19.7723664,-70.6402715,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,hotel gran ventana|19.7724|-70.6403,node,hotel,missingCity; missingWebsite; missingPhone
node/2998196506,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2998196506,Sunshade Puerto Plata All Inclusive,,,Dominican Republic,19.7701917,-70.6412903,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,sunshade puerto plata all inclusive|19.7702|-70.6413,node,hotel,missingCity; missingWebsite; missingPhone
node/2998208193,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/2998208193,Celuisma Playa Dorada Beach Hotel,,,Dominican Republic,19.7699833,-70.6439673,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,celuisma playa dorada beach hotel|19.77|-70.644,node,hotel,missingCity; missingWebsite; missingPhone
node/3015649822,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3015649822,Occidental Caribe (former Barcelo Punta Cana),,,Dominican Republic,18.7340742,-68.4720325,,,Occidental,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,occidental caribe (former barcelo punta cana)|18.7341|-68.472,node,hotel,missingCity; missingWebsite; missingPhone
node/3051207800,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3051207800,Castillo Romano,,,Dominican Republic,19.3169723,-69.5382971,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,castillo romano|19.317|-69.5383,node,hotel,missingCity; missingWebsite; missingPhone
node/3066001703,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3066001703,312 by Estancia,,,Dominican Republic,18.458518,-69.9569368,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,312 by estancia|18.4585|-69.9569,node,guest_house,missingCity; missingWebsite; missingPhone
node/3073004437,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3073004437,Hotel Del Valle,,,Dominican Republic,18.3953074,-71.2008479,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,hotel del valle|18.3953|-71.2008,node,hotel,missingCity; missingWebsite; missingPhone
node/3076134847,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3076134847,Ultravioleta Boutique Residences,,,Dominican Republic,19.7568943,-70.417365,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,ultravioleta boutique residences|19.7569|-70.4174,node,hotel,missingCity; missingWebsite; missingPhone
node/3125134748,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3125134748,Hotel Restaurante El Barcon,,,Dominican Republic,18.5459062,-70.5086851,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,hotel restaurante el barcon|18.5459|-70.5087,node,hotel,missingCity; missingWebsite; missingPhone
node/3145200062,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3145200062,Royalton hotel punta cana,,,Dominican Republic,18.7329276,-68.4694249,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,royalton hotel punta cana|18.7329|-68.4694,node,hotel,missingCity; missingWebsite; missingPhone
node/3145204521,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3145204521,Occidental Caribe (former Barcelo Punta Cana),Carr. El Macao - Arena Gorda,Bavaro,Dominican Republic,18.7335332,-68.4722336,,,Occidental,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,occidental caribe (former barcelo punta cana)|bavaro|dominican republic,node,hotel,missingWebsite; missingPhone
node/3145252104,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3145252104,Grand Bahia Principe Punta Cana,,,Dominican Republic,18.7211395,-68.4648253,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,grand bahia principe punta cana|18.7211|-68.4648,node,hotel,missingCity; missingWebsite; missingPhone
node/3145261362,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3145261362,Riu Palace Punta Cana,,Punta Cana,Dominican Republic,18.7225799,-68.4595414,,,RIU,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,riu palace punta cana|punta cana|dominican republic,node,hotel,missingWebsite; missingPhone
node/3154070396,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3154070396,Excellence Punta Cana,Playas Uvero Alto,Punta Cana,Dominican Republic,18.8271737,-68.6015537,https://www.excellenceresorts.com/resorts/excellence-punta-cana/destination/,18096859880,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,excellence punta cana|punta cana|dominican republic,node,hotel,
node/3154071208,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3154071208,Zoetry Agua,,,Dominican Republic,18.8363647,-68.6103942,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,zoetry agua|18.8364|-68.6104,node,hotel,missingCity; missingWebsite; missingPhone
node/3154209897,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3154209897,TIPICAS CASETAS HOTEL,,,Dominican Republic,18.8086454,-68.5806619,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,tipicas casetas hotel|18.8086|-68.5807,node,hotel,missingCity; missingWebsite; missingPhone
node/3158269100,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3158269100,Hotel Plaza Coral,,,Dominican Republic,18.5832906,-68.3978268,http://hotel.plazacoral.net,+1 809 455 1839,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,hotel plaza coral|18.5833|-68.3978,node,hotel,missingCity
node/3158571146,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3158571146,,,,Dominican Republic,17.9890279,-71.1636994,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,unknown|17.989|-71.1637,node,hotel,missingName; missingCity; missingWebsite; missingPhone
node/3158571667,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3158571667,,,,Dominican Republic,18.1996725,-71.0879179,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,unknown|18.1997|-71.0879,node,hotel,missingName; missingCity; missingWebsite; missingPhone
node/3159460065,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3159460065,Sanctuary Cap Cana,,,Dominican Republic,18.4727015,-68.3995798,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,sanctuary cap cana|18.4727|-68.3996,node,hotel,missingCity; missingWebsite; missingPhone
node/3161538019,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3161538019,Real Intercontinental,Avenida Winston Churchill,"Santo Domingo , Rep Dominicana",Dominican Republic,18.4683192,-69.9389109,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,"real intercontinental|santo domingo , rep dominicana|dominican republic",node,hotel,missingWebsite; missingPhone
node/3198643977,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3198643977,Villa Serena Hotel,,,Dominican Republic,19.2935552,-69.2007724,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,villa serena hotel|19.2936|-69.2008,node,hotel,missingCity; missingWebsite; missingPhone
node/3216771022,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3216771022,Radisson Hotel Santo Domingo,"10, Calle Presidente Gonzalez",Santo Domingo,Dominican Republic,18.4778937,-69.9287341,https://www.radisson.com/santo-domingo-hotel-do-10124/domsddr,+1 8095416226,Radisson,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,radisson hotel santo domingo|santo domingo|dominican republic,node,hotel,
node/3228673796,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3228673796,Hostel Punta Cana,,,Dominican Republic,18.6674112,-68.4107209,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,hostel punta cana|18.6674|-68.4107,node,hostel,missingCity; missingWebsite; missingPhone
node/3287789561,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3287789561,Breathless Resort,"Km 275, Carr Uvero Alto",Playas,Dominican Republic,18.8094016,-68.5795966,,+1 809-551-0000,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,breathless resort|playas|dominican republic,node,hotel,missingWebsite
node/3331904445,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3331904445,Centro Ecoturistico Nalga de Maco,,,Dominican Republic,19.2451051,-71.5332854,https://es-es.facebook.com/media/set/?set=a.341349045923308.79631.155184987873049&type=3,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,centro ecoturistico nalga de maco|19.2451|-71.5333,node,hostel,missingCity; missingPhone
node/3348737439,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3348737439,casa heuspedes,,,Dominican Republic,19.1150141,-70.6311801,,0895742778,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,casa heuspedes|19.115|-70.6312,node,hotel,missingCity; missingWebsite
node/3354152914,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3354152914,Bungalows of Las Galeras,"Main Intersection, Calle Principal",Las Galeras,Dominican Republic,19.2917124,-69.198647,http://bungalowsoflasgaleras.com,+809-708-7424,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,bungalows of las galeras|las galeras|dominican republic,node,hotel,
node/3381376286,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3381376286,Costa Caribe,,,Dominican Republic,18.4269287,-69.4123851,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,costa caribe|18.4269|-69.4124,node,hotel,missingCity; missingWebsite; missingPhone
node/3391618918,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3391618918,La Hacienda,,,Dominican Republic,19.2895294,-69.1771281,http://www.lahaciendahostel.com/,1.829.9398285,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,la hacienda|19.2895|-69.1771,node,hostel,missingCity
node/3391618919,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3391618919,Aparta hotel Mi Casa,,,Dominican Republic,19.6450279,-70.0751265,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,aparta hotel mi casa|19.645|-70.0751,node,hotel,missingCity; missingWebsite; missingPhone
node/3391618928,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3391618928,Hotel Central,Mario Nelson Galan,,Dominican Republic,19.1217626,-70.6420412,,809-574-2497,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,hotel central|19.1218|-70.642,node,hotel,missingCity; missingWebsite
node/3391619482,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3391619482,Hotel Docia,,,Dominican Republic,19.2050592,-69.3333067,https://facebook.com/profile.php?id=208183975884379,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,hotel docia|19.2051|-69.3333,node,hostel,missingCity; missingPhone
node/3396264728,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3396264728,KMA Hotel,,,Dominican Republic,19.7864452,-70.6857332,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,kma hotel|19.7864|-70.6857,node,hotel,missingCity; missingWebsite; missingPhone
node/3412619503,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3412619503,Armada,,,Dominican Republic,18.4483853,-69.6051291,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,armada|18.4484|-69.6051,node,hotel,missingCity; missingWebsite; missingPhone
node/3415002993,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3415002993,Sans Souci Appartments,,,Dominican Republic,19.7515505,-70.4028424,http://sanssoucicabarete.com/,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,sans souci appartments|19.7516|-70.4028,node,hotel,missingCity; missingPhone
node/3425607182,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3425607182,Monte Placido,,,Dominican Republic,19.3088026,-69.4731392,https://www.monteplacido.com/,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,monte placido|19.3088|-69.4731,node,guest_house,missingCity; missingPhone
node/3448846954,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3448846954,Villa Las Palmas,Calle Jimi Hendrix,Las Galeras,Dominican Republic,19.2919589,-69.2003782,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,villa las palmas|las galeras|dominican republic,node,motel,missingWebsite; missingPhone
node/3469337532,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3469337532,Jarabacua River Club & Resort,,,Dominican Republic,19.0924647,-70.6665701,http://riverclubjarabacoa.com/,+1 809-574-2456,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,jarabacua river club & resort|19.0925|-70.6666,node,hotel,missingCity
node/3471324300,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3471324300,Hotelito Oasi Italiana,,,Dominican Republic,17.9581702,-71.1854601,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,hotelito oasi italiana|17.9582|-71.1855,node,hotel,missingCity; missingWebsite; missingPhone
node/3499180062,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3499180062,Residence - 4 bedrooms/baths,,,Dominican Republic,19.6118627,-70.1895741,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,residence - 4 bedrooms/baths|19.6119|-70.1896,node,guest_house,missingCity; missingWebsite; missingPhone
node/3501119758,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3501119758,Viva Dominicus Palace by Wyndham,,,Dominican Republic,18.3468544,-68.826165,https://vivaresortsbywyndham.com/viva-dominicus-palace/,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,viva dominicus palace by wyndham|18.3469|-68.8262,node,hotel,missingCity; missingPhone
node/3507207294,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3507207294,"Playa Turquesa Ocean Club, Apartaments, Condos",,,Dominican Republic,18.685743,-68.416064,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,"playa turquesa ocean club, apartaments, condos|18.6857|-68.4161",node,hotel,missingCity; missingWebsite; missingPhone
node/3507207295,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3507207295,"Stanza Mare, Apartaments, Condos",,,Dominican Republic,18.683981,-68.414127,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,"stanza mare, apartaments, condos|18.684|-68.4141",node,hotel,missingCity; missingWebsite; missingPhone
node/3523794277,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3523794277,Bella Vista,"43, Avenida Doctor Fernando Arturo Defillo",Santo domingo,Dominican Republic,18.4557147,-69.9468062,www.hotelbellavista.net,+1809 508 1800,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,bella vista|santo domingo|dominican republic,node,hotel,
node/3562603793,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3562603793,Villas San Francisco,,,Dominican Republic,19.2668873,-70.2199381,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,villas san francisco|19.2669|-70.2199,node,hotel,missingCity; missingWebsite; missingPhone
node/3563494300,OpenStreetMap,osm,ODbL,https://www.openstreetmap.org/node/3563494300,,,,Dominican Republic,19.3510805,-69.8192701,,,,osm-dominican-republic-2026-05-20,2026-05-20T18:58:43.445Z,pending,none,needs_research,unknown|19.3511|-69.8193,node,hotel,missingName; missingCity; missingWebsite; missingPhone
