recordId,name,country,city,currentMarket,currentSubmarket,proposedMarket,proposedSubmarket,reason,confidence,source,issues
rec01U1n4ZdqLYgp4,Innside by Melia Lima Miraflores,Peru,Lima,Lima,Miraflores,,Lima Historic Center,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec0ASKS5YOZBYYnc,Hilton Garden Inn Lima Miraflores,Peru,Lima,Lima,Miraflores,,Lima Historic Center,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec0Ct1YQeMREb0KA,Belem Soft Hotel,Brazil,Belem,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
rec0EIAxddL40SDg1,Hotel Mision Patzcuaro Centro Historico,Mexico,Patzcuaro,Pacific Central,Centro Histórico,,Other,city_country_mode_submarket,Medium,census_city_mode,
rec0ZbFhrgpAeK2Ml,ibis budget Santos Gonzaga,Brazil,Santos,Brazil Southeast,São Paulo,,Santos Dumont / Airport Corridor,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec0dar0GlgAtCsYh,Falling Leaves Lodge,Belize,San Ignacio,Belize,Belize City,,San Ignacio,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec0gMeyE9QhTaaQl,Dreams Playa Mujeres Golf & Spa Resort,Mexico,Cancun,Mexican Caribbean,Cozumel,,Cancún Hotel Zone,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec17BSMumNe79WZd,Rosa's Hotel,Belize,San Ignacio,Belize,Belize City,,San Ignacio,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec1D9RNE58F92DbU,ibis Santiago La Condes Manquehue,Chile,Santiago,Santiago,Las Condes,,Santiago Centro,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec1cqdEs7yVNfKNf,Maya Bella Downtown Hotel,Belize,San Ignacio,Belize,Belize City,,San Ignacio,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec1hXX2MqOafnOWM,Caye Caulker Plaza Hotel,Belize,Caye Caulker,Belize,Belize City,,Caye Caulker,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec1t1oWhlG8OKx8I,Bourbon Santos Convention Hotel,Brazil,Santos,Brazil Southeast,São Paulo,,Santos Dumont / Airport Corridor,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec20lvfCqQmpmhVM,Sonesta Posadas Del Inca-Sacred Valley-Yucay,Peru,Urubamba,Peru Provincial,Sacred Valley,,Urubamba,str_excel_submarket,High,str_excel,provincial_market_with_specific_submarket; city_corridor_submarket_mismatch
rec24s8YptJ8hMSEy,Hyatt Centric San Isidro Lima,Peru,Lima,Lima,San Isidro,,Lima Historic Center,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec2N76M0NPrCNE94,El Conquistador Hotel Cuenca,Ecuador,Cuenca,Ecuador,Other,,Cuenca,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec2ZCqcoJyejtfoF,Hotel Victoria,Ecuador,Cuenca,Ecuador,Other,,Cuenca,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec2fE8ByYWkZdGDa,Kuna Hotel,Ecuador,Cuenca,Ecuador,Other,,Cuenca,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec2ymSVNIfkYSccs,Recinos Good Stays,Belize,San Ignacio,Belize,Belize City,,San Ignacio,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec34Ig5UMSyEsV5j,Hyatt House Mexico City Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec34vD9VkdzPavaY,NH Collection Mexico City Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec363qZKMrXjn5An,LazyBones Hostal,Nicaragua,Leon,Nicaragua,Other,,León,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec38tR6mWSQ0gvzR,Hotel El Convento,Nicaragua,Leon,Nicaragua,Other,,León,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec390rRFmyodQsCS,Belize Budget Suites,Belize,San Pedro,Belize,Belize City,,Ambergris Caye,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec3E5pNSjb6fiFD1,Our Habitas Atacama,Chile,San Pedro De Atacama,Chile Provincial,Other,,Atacama,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec3LQU4jglDhPTpx,Campos Polanco,Mexico,Mexico City,Mexico City,Polanco,,Mexico City,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec3LUKz0qPxOmmRm,Tropical Suites,Panama,Bocas del Toro,Panama Provincial,Bocas del Toro,Panama,,provincial_market_realign,Medium,census_submarket_dominant_market,provincial_market_with_specific_submarket
rec3bdWqudtGjm4V4,Holiday Inn Mexico Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec3eRtK1JkiXZcTY,Palmar Beach Lodge,Panama,Bocas del Toro,Panama Provincial,Bocas del Toro,Panama,,provincial_market_realign,Medium,census_submarket_dominant_market,provincial_market_with_specific_submarket
rec3veSAbQg8ruj0E,Hotel Por Do Sol,Brazil,Santarém,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
rec3wz58hNBCKxEHE,Secret Bay,Dominica,Portsmouth,Dominica,Dominica,,Portsmouth,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec46fp0i1sRkDFYi,Hotel Suyapa Beach,Nicaragua,Leon,Nicaragua,Other,,León,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec48fsOOc54FLRWy,ibis Rio De Janeiro Barra Da Tijuca,Brazil,Rio de Janeiro,Rio de Janeiro,Barra da Tijuca,,Rio de Janeiro,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec4AVGTDyoTsOqDs,Melia Lima,Peru,Lima,Lima,San Isidro,,Lima Historic Center,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec4NKyjfJZBOZkYu,"Mahogany Bay Resort & Beach Club, Curio Collection by Hilton",Belize,San Pedro,Belize,Belize City,,Ambergris Caye,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec4RYG2WtHWlTQN2,Impression Isla Mujeres by Secrets,Mexico,Isla Mujeres,Mexican Caribbean,Cozumel,,Isla Mujeres,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec4TKMwoF64wQVYM,Iguana Reef Inn,Belize,Caye Caulker,Belize,Belize City,,Caye Caulker,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec4Tk1N3YVhZQu4L,DoubleTree by Hilton Hotel Mexico City Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec4YzhyLCYTN1BbJ,Parque Balneario Hotel,Brazil,Santos,Brazil Southeast,Santos Dumont / Airport Corridor,,São Paulo,city_country_mode_submarket,Medium,census_city_mode,
rec4ZDDFLaw4KQuq5,Quinta Real Hotel and Convention Center,Honduras,La Ceiba,Honduras,Other,,La Ceiba,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec4ZLlRALB5GH6Lu,Residence Inn Rio De Janeiro Barra Da Tijuca,Brazil,Rio de Janeiro,Rio de Janeiro,Barra da Tijuca,,Rio de Janeiro,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec4mR7kzmK23vS5e,Ming's Hotel,Belize,Placencia,Belize,Belize City,,Placencia,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec5FLlVglmPYlvBv,Hotel La Perla,Nicaragua,Leon,Nicaragua,Other,,León,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec5MmP3leSQD3P5t,Hotel Vale Do Tocantins,Brazil,Maraba,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
rec5RoVLlcN3vf2nV,Don Wilo Yoo Oaxaca Hotel,Mexico,Huatulco,Pacific South,Oaxaca,,Other,city_country_mode_submarket,Medium,census_city_mode,
rec5UoftMhxsvAJ1P,Holiday Inn Express Mexico Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec5ff7BaYGP0vhE6,Grand Palladium Colonial Resort & Spa,Mexico,Playa Del Carmen,Mexican Caribbean,Akumal / Puerto Aventuras,,Riviera Maya / Playa del Carmen,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec5jtMpYE4mJAnHc,"Zacatecas Centro Historico, Curio Collection by Hilton",Mexico,Zacatecas,Mexico Central/Bajio,Centro Histórico,,Other,city_country_mode_submarket,Medium,census_city_mode,
rec6DaLKOt3xA9lBb,Hosteria Duran,Ecuador,Cuenca,Ecuador,Other,,Cuenca,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec6H1qv7BGYauUkf,Wyndham Garden Santiago Kennedy,Chile,Santiago,Santiago,Vitacura,,Santiago Centro,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec6il7haXHhyKUEp,China Town Hotel,Belize,Caye Caulker,Belize,Belize City,,Caye Caulker,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec6sVPgm8E8UNHTA,Radisson Hotel Trinidad,Trinidad and Tobago,Port Of Spain,Trinidad & Tobago,Trinidad & Tobago,,Port of Spain,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec73ucM16RmbeExB,Cahal Pech Village Resort,Belize,San Ignacio,Belize,Belize City,,San Ignacio,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec76sfhb0sOYnxlr,Hilltop Horizon Guesthouse,Belize,San Ignacio,Belize,Belize City,,San Ignacio,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec7E56QkEydvSPjC,Gran Hotel Manzana Kempinski,Cuba,Havana,Cuba,Cuba Regional,,Havana,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec7FBbyaR2UiXfzJ,Kimpton Virgilio,Mexico,Mexico City,Mexico City,Polanco,,Mexico City,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec7JPjHA9nrNblyq,The Oasis Hotel & Restaurant,Panama,Boquete,Panama Provincial,Boquete / Highlands,Panama,,str_excel_submarket,High,str_excel,provincial_market_with_specific_submarket
rec7LcumVxpjnsNAC,Hotel Dorado La 70,Colombia,Medellin,Colombia Provincial,Bogotá,,Medellín,city_corridor_submarket,Medium,city_corridor,provincial_market_with_specific_submarket; city_corridor_submarket_mismatch; market_not_dominant_for_submarket
rec7MubYQjRbeM9ec,The Belmoral Hotel,Belize,San Ignacio,Belize,Belize City,,San Ignacio,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec7rKjpwFTyzE5bi,"Alaia Belize, Autograph Collection",Belize,San Pedro Ambergris Caye,Belize,Belize City,,Ambergris Caye,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec84F6OweZ9ouzAd,ibis Styles Lima Benavides Miraflores,Peru,Lima,Lima,Miraflores,,Lima Historic Center,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec84mxRv4yOmx6UX,BodyHoliday Saint Lucia,Saint Lucia,Castries,St Lucia,St Lucia,,Castries,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec8ECn9rSRFi18e1,Mar del Cabo by Velas Resorts,Mexico,La Paz,Baja California,Los Cabos,,Other,city_country_mode_submarket,Medium,census_city_mode,
rec8Kr5nKdrODSdDp,DoubleTree by Hilton Lima Miraflores El Pardo,Peru,Lima,Lima,Miraflores,,Lima Historic Center,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec8T4e4unCivR25Y,Midas Belize,Belize,San Ignacio,Belize,Belize City,,San Ignacio,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec8WLi3Oh2iFN4ub,Novotel Lima San Isidro,Peru,Lima,Lima,San Isidro,,Lima Historic Center,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec8dA9XYpRmt28at,AVA Cancun Resort,Mexico,Cancún,Cancun,Cancún Hotel Zone,Mexican Caribbean,Cancún Airport Corridor,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec8pInu97XZLeSjE,Tropicool Hotel,Belize,San Ignacio,Belize,Belize City,,San Ignacio,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec94XwrQVAjpetKT,Green Parrot Beach House & Resort,Belize,Placencia,Belize,Belize City,,Placencia,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec9Al5t6gO9kVHCs,Hilton Los Cabos,Mexico,La Paz,Baja California,Los Cabos,,Other,city_country_mode_submarket,Medium,census_city_mode,
rec9HH2cWyNbQbn1a,Sleep Inn Guarulhos,Brazil,Guarulhos,Brazil Southeast,São Paulo,,Guarulhos / Airport Corridor,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
rec9KirDs9EVlRfyl,Coronel Hotel,Ecuador,Cuenca,Ecuador,Other,,Cuenca,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec9Uurfy2XNmgSt2,La Coralina Island House,Panama,Bocas del Toro,Panama Provincial,Bocas del Toro,Panama,,provincial_market_realign,Medium,census_submarket_dominant_market,provincial_market_with_specific_submarket
rec9XpDuhx43nBfaJ,Hilton Garden Inn Mexico City Santa Fe,Mexico,Mexico City,Mexico City,Santa Fe,,Mexico City,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
rec9Z1nR4EcBVJRcH,Gringo Perdido Hotel,Guatemala,Peten,Guatemala,Guatemala City,,Petén / Tikal,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recA0sENi8TEKNn3P,Itaoca Belem Hotel,Brazil,Belem,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
recA18H350lagKV5H,Daniel's Apart Hotel,Peru,Lima,Lima,San Isidro,,Lima Historic Center,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recASq6sg64gtU5zy,Selina Cuenca,Ecuador,Cuenca,Ecuador,Other,,Cuenca,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recAZGH3GDYCedXKE,Aguada Hotel,Belize,San Ignacio,Belize,Belize City,,San Ignacio,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recAaTLAMer14ZEuG,"Mahogany Bay Resort & Beach Club, Curio Collection by Hilton",Belize,San Pedro,Belize,Belize City,,Ambergris Caye,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recAeFRTBWE6kKrCd,Venus Hotel,Belize,San Ignacio,Belize,Belize City,,San Ignacio,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recAj3fJgE2qqNWrJ,Vila Rica Hotel,Brazil,Belem,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
recAldcQHmK7javBj,Wyndham Costa del Sol Lima Airport,Peru,Callao,Lima,San Isidro,,Callao / Port,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recAmQrMcMognRYN9,Hotel Esencia,Mexico,Playa Del Carmen,Mexican Caribbean,Akumal / Puerto Aventuras,,Riviera Maya / Playa del Carmen,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recBAj0QZxli5Bo1p,Rachel's Land,Belize,Caye Caulker,Belize,Belize City,,Caye Caulker,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recBD9sjoAjM1YJxw,Hotel Campanario,Ecuador,Cuenca,Ecuador,Other,,Cuenca,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
recBL3aUnguYhjKyO,Secrets Playa Blanca Costa Mujeres,Mexico,Cancún,Mexican Caribbean,Cozumel,,Cancún Airport Corridor,str_excel_submarket,High,str_excel,city_corridor_submarket_mismatch
recBLCp2NGPPFzPgu,Tapajos Palace Hotel,Brazil,Novo Progresso,Brazil North,Salvador,Brazil Northeast,,submarket_dominant_market,Medium,census_submarket_dominant_market,market_not_dominant_for_submarket
recBUhlH6fevhYFEe,"Sortis Hote, Spa & Casino, Autograph Collection",Panama,Panama City,Panama,Panama City,Panama City,,str_excel_market,High,str_excel,
recBZmu6uOtSguSSC,Hyatt Place Santiago Vitacura,Chile,Santiago,Santiago,Vitacura,,Santiago Centro,city_corridor_submarket,Medium,city_corridor,city_corridor_submarket_mismatch
