sourceRecordId,rawHotelName,rawCity,rawCountry,rawWebsite,proposedIdentityKey,matchConfidence,matchScore,matchReason,recommendedAction,matchedCensusRecordId,matchedCensusName,matchedCensusCity,matchedCensusCountry,matchedIdentityKey,matchedCurrentBrand,matchedAffiliationStatus,distanceMeters,identityKeyCollision
node/4105363389,Dan and Manty's Guesthouse and Hostel,,Dominican Republic,lasterrenashostels.com,osm_do_node_4105363389,none,15,"No credible name, geo, or website match",likely_new_candidate,recazCEnMYzUaPGvy,"Casa Colonial Beach and Spa, an SLH Hotel",Puerto Plata,Dominican Republic,ind_hilton_do_popcclx,Small Luxury Hotels of the World,Branded,,false
node/4114901553,GAVA hostel,Bavaro - Punta Cana,Dominican Republic,,osm_do_node_4114901553,none,20,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,6038,false
node/4122705989,Residence Paradise Hotel,,Dominican Republic,,osm_do_node_4122705989,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/4124230260,Hotel Espinal,,Dominican Republic,,osm_do_node_4124230260,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/4131250990,hotel el príncipe,,Dominican Republic,,osm_do_node_4131250990,none,21,"No credible name, geo, or website match",likely_new_candidate,recaDASYRUNGyBHAC,Ocean El Faro,Punta Cana,Dominican Republic,ind_preferred_do_413997,Preferred Hotels & Resorts,Branded,,false
node/4162401789,Residencial Costa Azul,,Dominican Republic,,osm_do_node_4162401789,none,19,"No credible name, geo, or website match",likely_new_candidate,recegeRVCOwMBS1u9,Iberostar Waves Costa Dorada,Puerto Plata,Dominican Republic,ind_ihg_do_dorcd,Iberostar Waves,Branded,,false
node/4178501205,Hostal Don Gregor,,Dominican Republic,,osm_do_node_4178501205,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,129873,false
node/4202607890,Villa Taina,,Dominican Republic,,osm_do_node_4202607890,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,244996,false
node/4207688396,Hotel Century Plaza,,Dominican Republic,,osm_do_node_4207688396,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/4214843120,El Pelicano Apart-Hotel,Las Galeras,Dominican Republic,https://www.elpelicanosamana.com/,osm_do_node_4214843120,none,21,"No credible name, geo, or website match",likely_new_candidate,recaDASYRUNGyBHAC,Ocean El Faro,Punta Cana,Dominican Republic,ind_preferred_do_413997,Preferred Hotels & Resorts,Branded,,false
node/4214864111,Las Galeras Village,Las Galeras,Dominican Republic,https://www.lasgalerasvillage.com/,osm_do_node_4214864111,none,21,"No credible name, geo, or website match",likely_new_candidate,recc4Q3BZldMeMtlA,Kimpton Las Mercedes,Santo Domingo,Dominican Republic,ind_ihg_do_sdqlm,Kimpton Hotels,Branded,,false
node/4239744248,Cofresi Palm,,Dominican Republic,,osm_do_node_4239744248,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,278115,false
node/4246303893,Cabaña Rubí,Duarte,Dominican Republic,,osm_do_node_4246303893,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,204180,false
node/4268870091,Melia Caribe Tropical,,Dominican Republic,,osm_do_node_4268870091,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,4273,false
node/4291376989,La Castilla,,Dominican Republic,http://lacastillacolonial.com,osm_do_node_4291376989,none,25,"No credible name, geo, or website match",likely_new_candidate,recdS7vpmjgcTvAFu,"Gran Hotel Europa Santo Domingo, Trademark by Wyndham",Santo Domingo,Dominican Republic,ind_wyndham_do_gran-hotel-europa-santo-domingo-trademark,Trademark Collection by Wyndham,Branded,601,false
node/4317234196,Casa Sanchez Boutique Hotel,,Dominican Republic,,osm_do_node_4317234196,none,30,"No credible name, geo, or website match",likely_new_candidate,recdS7vpmjgcTvAFu,"Gran Hotel Europa Santo Domingo, Trademark by Wyndham",Santo Domingo,Dominican Republic,ind_wyndham_do_gran-hotel-europa-santo-domingo-trademark,Trademark Collection by Wyndham,Branded,594,false
node/4331249886,Sonido del Yaque,,Dominican Republic,,osm_do_node_4331249886,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,250019,false
node/4367302200,Marianela,,Dominican Republic,,osm_do_node_4367302200,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,250008,false
node/4368198266,Tubagua Plantation Eco Lodge,,Dominican Republic,https://www.tubagua.com/,osm_do_node_4368198266,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,260596,false
node/4379236990,Res. Las Canas,,Dominican Republic,,osm_do_node_4379236990,none,21,"No credible name, geo, or website match",likely_new_candidate,recc4Q3BZldMeMtlA,Kimpton Las Mercedes,Santo Domingo,Dominican Republic,ind_ihg_do_sdqlm,Kimpton Hotels,Branded,,false
node/4408964472,Paramount Hotel 40,,Dominican Republic,,osm_do_node_4408964472,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/4413183691,El Gran Nelson,,Dominican Republic,,osm_do_node_4413183691,none,21,"No credible name, geo, or website match",likely_new_candidate,recaDASYRUNGyBHAC,Ocean El Faro,Punta Cana,Dominican Republic,ind_preferred_do_413997,Preferred Hotels & Resorts,Branded,,false
node/4414072089,Boca Chica Beach,,Dominican Republic,,osm_do_node_4414072089,none,16,"No credible name, geo, or website match",likely_new_candidate,recazCEnMYzUaPGvy,"Casa Colonial Beach and Spa, an SLH Hotel",Puerto Plata,Dominican Republic,ind_hilton_do_popcclx,Small Luxury Hotels of the World,Branded,,false
node/4414414490,Hotel Novus Caoba,,Dominican Republic,,osm_do_node_4414414490,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/4418061395,Boca Chica Beach,,Dominican Republic,,osm_do_node_4418061395,none,16,"No credible name, geo, or website match",likely_new_candidate,recazCEnMYzUaPGvy,"Casa Colonial Beach and Spa, an SLH Hotel",Puerto Plata,Dominican Republic,ind_hilton_do_popcclx,Small Luxury Hotels of the World,Branded,,false
node/4419741355,Villa Ibiscus,,Dominican Republic,https://www.cariway.com/,osm_do_node_4419741355,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,112138,false
node/4425294491,sea & garden realty,,Dominican Republic,,osm_do_node_4425294491,none,18,"No credible name, geo, or website match",likely_new_candidate,recOOk81RLNhbx8B5,Hilton Garden Inn La Romana,La Romana,Dominican Republic,ind_hilton_do_lrmlmgi,Hilton Garden Inn,Branded,65548,false
node/4425298692,hotel magic tropical,,Dominican Republic,,osm_do_node_4425298692,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/4429212789,Tahiti Apartahotel,,Dominican Republic,,osm_do_node_4429212789,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,251091,false
node/4438429730,Villa Ixora,,Dominican Republic,https://www.cariway.com/,osm_do_node_4438429730,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,112186,false
node/4438479511,Villa Flamboyan,,Dominican Republic,https://www.cariway.com/,osm_do_node_4438479511,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,112176,false
node/4438479996,Jasmine La Playita,,Dominican Republic,https://www.cariway.com/,osm_do_node_4438479996,none,18,"No credible name, geo, or website match",likely_new_candidate,recOOk81RLNhbx8B5,Hilton Garden Inn La Romana,La Romana,Dominican Republic,ind_hilton_do_lrmlmgi,Hilton Garden Inn,Branded,101641,false
node/4438901904,Aparta Hotel Losta Linda,,Dominican Republic,,osm_do_node_4438901904,none,18,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/4439105995,CARIBE TROPICAL & PRINCESS,,Dominican Republic,,osm_do_node_4439105995,none,17,"No credible name, geo, or website match",likely_new_candidate,recjzVZWw20jUyzXg,Ramada by Wyndham Princess Santo Domingo,Santo Domingo,Dominican Republic,ind_wyndham_do_ramada-santo-domingo-princess,Ramada,Branded,,false
node/4449225891,Mi Frontera,,Dominican Republic,,osm_do_node_4449225891,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,358636,false
node/4455315990,Hotel Valle Nuevo,,Dominican Republic,,osm_do_node_4455315990,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/4463815191,El Viajante,,Dominican Republic,,osm_do_node_4463815191,none,24,"No credible name, geo, or website match",likely_new_candidate,recaDASYRUNGyBHAC,Ocean El Faro,Punta Cana,Dominican Republic,ind_preferred_do_413997,Preferred Hotels & Resorts,Branded,,false
node/4476137645,Chronos Aparta Hotel,,Dominican Republic,,osm_do_node_4476137645,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/4478889890,hotel,,Dominican Republic,,osm_do_node_4478889890,low,51,Partial name match (75%) same country (no distance),needs_research,rec36JB20skuIVr8w,AC Hotel Santiago de los Caballeros,Santiago,Dominican Republic,ind_marriott_do_stiac,AC Hotels by Marriott,Branded,,false
node/4481983591,Casa de Evans,,Dominican Republic,,osm_do_node_4481983591,none,17,"No credible name, geo, or website match",likely_new_candidate,rec36JB20skuIVr8w,AC Hotel Santiago de los Caballeros,Santiago,Dominican Republic,ind_marriott_do_stiac,AC Hotels by Marriott,Branded,,false
node/4483195390,kapi,,Dominican Republic,,osm_do_node_4483195390,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,129028,false
node/4494584099,La Estancia Golf Resort,,Dominican Republic,,osm_do_node_4494584099,none,18,"No credible name, geo, or website match",likely_new_candidate,recmAzTMc9asgvt8i,The Westin Puntacana Resort,Punta Cana,Dominican Republic,ind_marriott_do_pujwi,Westin,Branded,,false
node/4511839291,Yonu,,Dominican Republic,,osm_do_node_4511839291,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,6705,false
node/4543399590,Mi casa,,Dominican Republic,,osm_do_node_4543399590,none,16,"No credible name, geo, or website match",likely_new_candidate,recazCEnMYzUaPGvy,"Casa Colonial Beach and Spa, an SLH Hotel",Puerto Plata,Dominican Republic,ind_hilton_do_popcclx,Small Luxury Hotels of the World,Branded,,false
node/4557149392,14 de junio,,Dominican Republic,,osm_do_node_4557149392,none,17,"No credible name, geo, or website match",likely_new_candidate,rec36JB20skuIVr8w,AC Hotel Santiago de los Caballeros,Santiago,Dominican Republic,ind_marriott_do_stiac,AC Hotels by Marriott,Branded,,false
node/4559226076,Centro Educativo Albergue Divino Niño Jesús,,Dominican Republic,,osm_do_node_4559226076,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,155424,false
node/4573520294,El Mundo del Amor,,Dominican Republic,,osm_do_node_4573520294,none,19,"No credible name, geo, or website match",likely_new_candidate,recaDASYRUNGyBHAC,Ocean El Faro,Punta Cana,Dominican Republic,ind_preferred_do_413997,Preferred Hotels & Resorts,Branded,,false
node/4574256090,Res. Kamila,,Dominican Republic,,osm_do_node_4574256090,none,15,"No credible name, geo, or website match",likely_new_candidate,recbBAqjVS3XOljPA,"Dominican Fiesta Hotel, Trademark By Wyndham",Santo Domingo,Dominican Republic,ind_wyndham_do_dominican-fiesta-hotel,Trademark Collection by Wyndham,Branded,829,false
node/4574256989,Res. Porto Bello,,Dominican Republic,,osm_do_node_4574256989,none,15,"No credible name, geo, or website match",likely_new_candidate,receIilMrq1w1BXyd,"Hotel Santiago, Curio Collection by Hilton",Santiago de los Caballeros,Dominican Republic,ind_hilton_do_stisaqq,Curio Collection by Hilton,Branded,1065,false
node/4576227595,fata morgana,,Dominican Republic,http://fatamorganalasterrenas.com,osm_do_node_4576227595,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,142776,false
node/4580475290,Las Galeras Island Hostel,,Dominican Republic,http://tropicalislandbb.com/LasGalerasIslandHostel.htm,osm_do_node_4580475290,none,19,"No credible name, geo, or website match",likely_new_candidate,recc4Q3BZldMeMtlA,Kimpton Las Mercedes,Santo Domingo,Dominican Republic,ind_ihg_do_sdqlm,Kimpton Hotels,Branded,,false
node/4581697230,Kite Boarding School Cabarete,,Dominican Republic,,osm_do_node_4581697230,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,246869,false
node/4590930889,Defensa civil,,Dominican Republic,,osm_do_node_4590930889,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,213846,false
node/4595203289,Apartamento,,Dominican Republic,,osm_do_node_4595203289,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,214983,false
node/4599759989,Chino Restaurant & Hotel,,Dominican Republic,,osm_do_node_4599759989,none,19,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/4602678989,Villa Alegría,,Dominican Republic,,osm_do_node_4602678989,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,58840,false
node/4610643992,Hotel Kaoba,,Dominican Republic,,osm_do_node_4610643992,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/4638810890,La Isabela,,Dominican Republic,,osm_do_node_4638810890,none,19,"No credible name, geo, or website match",likely_new_candidate,recOOk81RLNhbx8B5,Hilton Garden Inn La Romana,La Romana,Dominican Republic,ind_hilton_do_lrmlmgi,Hilton Garden Inn,Branded,268538,false
node/4660748798,Grand Bahia Principe Bavaro,,Dominican Republic,,osm_do_node_4660748798,none,18,"No credible name, geo, or website match",likely_new_candidate,recFg5RNpxAAjh7Y2,Iberostar Selection​ Bávaro Suites,Punta Cana,Dominican Republic,ind_ihg_do_bavsb,Iberostar Selection,Branded,,false
node/4660748808,Grand Bahia Principe Aquamarine,,Dominican Republic,,osm_do_node_4660748808,none,15,"No credible name, geo, or website match",likely_new_candidate,rec6dfi5hrk6vBZsD,"Grand Palladium Palace, All Inclusive Resort, Spa & Casino",Punta Cana,Dominican Republic,ind_wyndham_do_grand-palladium-palace-all-inclusive-resort-spa-,Registry Collection,Branded,,false
node/4665843493,Maunaloa Hotel y casino,,Dominican Republic,,osm_do_node_4665843493,none,26,"No credible name, geo, or website match",likely_new_candidate,recMzzHNZjAlaQh7y,Renaissance Santo Domingo Jaragua Hotel & Casino,Santo Domingo,Dominican Republic,ind_marriott_do_sdqgw,Renaissance Hotels,Branded,,false
node/4674062489,hotel Navarro,,Dominican Republic,,osm_do_node_4674062489,none,21,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/4687866270,Villa Diana,,Dominican Republic,https://www.cariway.com/,osm_do_node_4687866270,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,112018,false
node/4687868978,Villa Maxime,,Dominican Republic,https://www.cariway.com/,osm_do_node_4687868978,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,112180,false
node/4694290991,Aunt's House,,Dominican Republic,,osm_do_node_4694290991,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,152697,false
node/4696009189,Miyoue's House,,Dominican Republic,,osm_do_node_4696009189,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,146829,false
node/4698253090,El Caribeño,,Dominican Republic,,osm_do_node_4698253090,none,24,"No credible name, geo, or website match",likely_new_candidate,recaDASYRUNGyBHAC,Ocean El Faro,Punta Cana,Dominican Republic,ind_preferred_do_413997,Preferred Hotels & Resorts,Branded,,false
node/4699506992,La casa,,Dominican Republic,,osm_do_node_4699506992,none,19,"No credible name, geo, or website match",likely_new_candidate,recOOk81RLNhbx8B5,Hilton Garden Inn La Romana,La Romana,Dominican Republic,ind_hilton_do_lrmlmgi,Hilton Garden Inn,Branded,209958,false
node/4702442791,El Caribeño,,Dominican Republic,,osm_do_node_4702442791,none,24,"No credible name, geo, or website match",likely_new_candidate,recaDASYRUNGyBHAC,Ocean El Faro,Punta Cana,Dominican Republic,ind_preferred_do_413997,Preferred Hotels & Resorts,Branded,,false
node/4712643689,Moricete House,,Dominican Republic,,osm_do_node_4712643689,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,170080,false
node/4713495592,Casa edwardp,,Dominican Republic,,osm_do_node_4713495592,none,16,"No credible name, geo, or website match",likely_new_candidate,recazCEnMYzUaPGvy,"Casa Colonial Beach and Spa, an SLH Hotel",Puerto Plata,Dominican Republic,ind_hilton_do_popcclx,Small Luxury Hotels of the World,Branded,,false
node/4713682901,Brisas de la Montaña,,Dominican Republic,,osm_do_node_4713682901,none,17,"No credible name, geo, or website match",likely_new_candidate,recOOk81RLNhbx8B5,Hilton Garden Inn La Romana,La Romana,Dominican Republic,ind_hilton_do_lrmlmgi,Hilton Garden Inn,Branded,189394,false
node/4713827691,Hotel Brisas del Yaque,,Dominican Republic,,osm_do_node_4713827691,none,18,"No credible name, geo, or website match",likely_new_candidate,recUOyzOXn2Zdp98I,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,ind_choice_do_do003,Radisson Individuals by Choice,Branded,,false
node/4715193291,Francis house,,Dominican Republic,,osm_do_node_4715193291,none,15,"No credible name, geo, or website match",likely_new_candidate,recqahyKbB0J70KVs,Hampton by Hilton Santo Domingo Airport,Santo Domingo,Dominican Republic,ind_hilton_do_sdqaphx,Hampton by Hilton,Branded,1503,false
node/4719222390,Glamourus Salon de eventos,,Dominican Republic,,osm_do_node_4719222390,none,16,"No credible name, geo, or website match",likely_new_candidate,rec36JB20skuIVr8w,AC Hotel Santiago de los Caballeros,Santiago,Dominican Republic,ind_marriott_do_stiac,AC Hotels by Marriott,Branded,,false
node/4719780492,Dany's House,,Dominican Republic,,osm_do_node_4719780492,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,159568,false
node/4719836692,Hantz 's House,,Dominican Republic,,osm_do_node_4719836692,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,168112,false
node/4721514190,tolentino PN,,Dominican Republic,,osm_do_node_4721514190,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,136890,false
node/4724610560,Villa Caribeña,,Dominican Republic,https://www.cariway.com/,osm_do_node_4724610560,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,111863,false
node/4725033690,Esmeralda,,Dominican Republic,,osm_do_node_4725033690,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,160891,false
node/4728384589,Cabañas Turísticas Dominicantica Spanish,,Dominican Republic,,osm_do_node_4728384589,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,324813,false
node/4734649323,Punta Rucia Lodge,,Dominican Republic,,osm_do_node_4734649323,none,19,"No credible name, geo, or website match",likely_new_candidate,rec2vPnXJrkRLOAoB,"W Punta Cana, Adult All-Inclusive",Punta Cana,Dominican Republic,ind_marriott_do_pujwh,W Hotels,Branded,,false
node/4737380481,Hotel Puerto Plaza,,Dominican Republic,,osm_do_node_4737380481,none,21,"No credible name, geo, or website match",likely_new_candidate,recTti2U5ZYbgqyHV,"Emotions All Inclusive Puerto Plata, an Ascend Collection Hotel",Unknown,Dominican Republic,ind_choice_do_do013,Radisson Individuals by Choice,Branded,,false
node/4739029122,Sol Azul,,Dominican Republic,,osm_do_node_4739029122,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,111326,false
node/4740698628,Hotel sol de verano,,Dominican Republic,,osm_do_node_4740698628,none,24,"No credible name, geo, or website match",likely_new_candidate,rec36JB20skuIVr8w,AC Hotel Santiago de los Caballeros,Santiago,Dominican Republic,ind_marriott_do_stiac,AC Hotels by Marriott,Branded,,false
node/4742281821,Barrio los quemao bonao,,Dominican Republic,,osm_do_node_4742281821,none,16,"No credible name, geo, or website match",likely_new_candidate,rec36JB20skuIVr8w,AC Hotel Santiago de los Caballeros,Santiago,Dominican Republic,ind_marriott_do_stiac,AC Hotels by Marriott,Branded,,false
node/4744188329,La cueva,,Dominican Republic,,osm_do_node_4744188329,none,19,"No credible name, geo, or website match",likely_new_candidate,recOOk81RLNhbx8B5,Hilton Garden Inn La Romana,La Romana,Dominican Republic,ind_hilton_do_lrmlmgi,Hilton Garden Inn,Branded,99622,false
node/4744190221,Estancia Principe,,Dominican Republic,,osm_do_node_4744190221,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,303417,false
node/4744190223,Laguna Park Hostel,,Dominican Republic,,osm_do_node_4744190223,none,10,"No credible name, geo, or website match",likely_new_candidate,rec01MDiDGhOUizYu,DoubleTree by Hilton Punta Cana Downtown,Punta Cana,Dominican Republic,ind_hilton_do_pujoydt,DoubleTree by Hilton,Branded,244561,false
node/4744190224,La iguana,,Dominican Republic,,osm_do_node_4744190224,none,19,"No credible name, geo, or website match",likely_new_candidate,recOOk81RLNhbx8B5,Hilton Garden Inn La Romana,La Romana,Dominican Republic,ind_hilton_do_lrmlmgi,Hilton Garden Inn,Branded,289278,false
node/4753601222,Palmetto Hotel,,Dominican Republic,,osm_do_node_4753601222,none,33,"No credible name, geo, or website match",likely_new_candidate,receIilMrq1w1BXyd,"Hotel Santiago, Curio Collection by Hilton",Santiago de los Caballeros,Dominican Republic,ind_hilton_do_stisaqq,Curio Collection by Hilton,Branded,356,false
