wikidataQid,wikidataName,wikidataCity,wikidataCountry,wikidataLatitude,wikidataLongitude,wikidataWebsite,matchedStagingRecordId,matchedStagingSourceRecordId,matchedStagingName,matchedStagingCity,matchConfidence,matchScore,matchReason,distanceMeters,nameSimilarity,recommendedAction
Q112020308,Batey Hotel Boutique,,Dominican Republic,18.44797,-69.60677,,,node/1600567851,Hotel,,low,40,name=0.75,158700.86183252637,0.75,needs_research
Q112020309,Hotel Club Rolling Stone,Boca Chica,Dominican Republic,18.4473,-69.60647,,,way/407053188,Azzurra Aparta Hotel,Boca Chica,low,47,city; geo=183m,183.25555065505293,0.167,likely_new_wikidata
Q112020314,Casa Grande Hotel Restaurant,,Dominican Republic,19.31356,-69.56774,,,node/1600567851,Hotel,,low,40,name=0.75,202206.15489405583,0.75,needs_research
Q112020315,Madrugada Residencial,,Dominican Republic,19.306511,-69.561619,,,node/989009324,Acaya,,none,20,geo=800m,799.929756025209,0,likely_new_wikidata
Q112020312,Residencial Las Palmeras,,Dominican Republic,18.44858,-69.59961,,,node/314446408,Hamaca,,none,20,geo=478m,478.27309909704513,0,likely_new_wikidata
Q112020313,Turtle Lagoon Beach,,Dominican Republic,19.310969,-69.568702,,,node/988991741,Costa Las Ballenas,,low,32,geo=112m,111.73056006024464,0,likely_new_wikidata
Q112020318,Liberty B & B,,Dominican Republic,19.32019,-69.54412,,,node/3684480772,Villa Mariposas,,low,32,geo=122m,121.82724868142988,0,likely_new_wikidata
Q111110942,SANA El Jardin Secreto,,Dominican Republic,19.487398,-70.63838,,,node/9829772,Bohio Cabarete,,none,10,Weak or no match signals,37770.739905097216,0,likely_new_wikidata
Q111110941,Whostal,,Dominican Republic,19.4502074,-70.6975132,,,way/164232205,Hodelpa Centro Plaza Hotel,Santiago de los Caballeros,none,20,geo=489m,488.9179398134654,0,likely_new_wikidata
Q111111826,Hostal Playa Bibijagua A & L,,Dominican Republic,18.668556,-68.4040913,,,node/4793271688,White Sands Aparta Hotel,,low,45,geo=11m,11.3987867784266,0,likely_new_wikidata
Q111111827,Hotel Tropicana Deluxe,,Dominican Republic,18.6833652,-68.4164424,,,node/5037222222,Hotel Tropicana Deluxe,Punta Cana,high,90,name=1.00; geo=19m,19.1822505579788,1,likely_same_property
Q111111824,Punta Cana Hostel,,Dominican Republic,18.6834373,-68.4160977,,,node/3228673796,Hostel Punta Cana,,medium,55,name=1.00,1869.8664375301964,1,possible_same_property
Q111111825,Gava Hostel,,Dominican Republic,18.682958,-68.415549,,,node/4114901553,GAVA hostel,Bavaro - Punta Cana,medium,65,name=1.00; geo=632m,632.0393821998731,1,possible_same_property
Q111111828,Lodging House Beach Punta Cana,,Dominican Republic,18.6805256,-68.4203917,,,way/252975412,nh Hotels,,low,32,geo=199m,199.352850636822,0,likely_new_wikidata
Q111111829,Bavaro Green,,Dominican Republic,18.61083,-68.41237,,,node/4944858821,Club havana house renta de habitacion por noche,,none,20,geo=295m,294.64767087019817,0,likely_new_wikidata
Q111114050,Conrado's Guesthouse B&B,,Dominican Republic,18.66394,-70.47103,,,node/9829772,Bohio Cabarete,,none,10,Weak or no match signals,124498.39584378066,0,likely_new_wikidata
Q111115104,Residencial Lakis 1,Boca Chica,Dominican Republic,18.4545962,-69.605636,,,way/407017172,Hotel Villa Capri,Boca Chica,low,47,city; geo=232m,232.25476656314967,0,likely_new_wikidata
Q111115326,Sava Salinas,,Dominican Republic,18.21295,-70.535333,,,node/9330856129,Hotel Savas Salinas,,none,20,geo=458m,458.1060079133508,0.25,likely_new_wikidata
Q111117340,King Ranch Villas,,Dominican Republic,18.4508673,-70.1754399,,,node/9829772,Bohio Cabarete,,none,10,Weak or no match signals,151208.9495278618,0,likely_new_wikidata
Q111117540,Doña Chava,,Dominican Republic,18.0357969,-71.7423145,,,way/341067667,Hostal Doña Chava,,high,75,name=0.75; geo=3m,3.423987381680484,0.75,likely_same_property
Q111118062,Casa Azul-Apartment,,Dominican Republic,19.7881235,-70.6871655,,,node/5614046221,Casa,,low,40,name=0.75,39354.87136842216,0.75,needs_research
Q111118063,Tubagua Ecolodge,,Dominican Republic,19.796886,-70.69038,,,node/2106239024,Hostal Kevin,,low,32,geo=218m,218.03581788265762,0,likely_new_wikidata
Q111120312,Laguna Park Hostel ( El Castillo),,Dominican Republic,19.744612,-70.4074045,,,node/4744190223,Laguna Park Hostel,,high,75,name=0.75; geo=26m,25.575415912007667,0.75,likely_same_property
Q111121543,Hostal La Colonia by The Oxo House,,Dominican Republic,18.47423,-69.88357,,,way/406649862,Hodelpa Caribe Colonial,,low,45,geo=36m,35.742223019515805,0,likely_new_wikidata
Q111121540,Island Life Hostel,,Dominican Republic,18.478352,-69.884481,,,way/406786249,Island Life Backpackers Hostel,,high,75,name=0.75; geo=6m,5.728534907862297,0.75,likely_same_property
Q111121541,La Choza,,Dominican Republic,18.4708768,-69.8883033,,,node/2955259538,Hotel Villa Colonial,Santo Domingo,low,45,geo=12m,11.582682030647872,0,likely_new_wikidata
Q111121546,Hotel Boutique Puerto Malecon,,Dominican Republic,18.46787,-69.8904188,,,node/12659951042,Rig Hotel Boutique,,low,45,geo=9m,9.12456357590444,0.4,likely_new_wikidata
Q111121547,Malecon Premium Rooms,,Dominican Republic,18.456242,-69.916072,,,way/410364839,Hispañiola Hotel & Casino,Santa Domingo,none,20,geo=729m,729.4950920503857,0,likely_new_wikidata
Q111121544,Fixie Lofts Santo Domingo,,Dominican Republic,18.4750045,-69.8847359,,,node/597453526,Hostal Nicolas De Ovando,,low,32,geo=215m,215.22378992423032,0,likely_new_wikidata
Q111121545,Royal Palace Hotel,,Dominican Republic,18.45551,-69.92482,,,node/1600567851,Hotel,,low,40,name=0.75,125946.487445023,0.75,needs_research
Q111121548,RIG Casa Conde,,Dominican Republic,18.471912,-69.890894,,,node/5614046221,Casa,,low,40,name=0.75,134489.06814247396,0.75,needs_research
Q111122870,Jardin del Caribe,,Dominican Republic,19.31351,-69.545273,,,node/12919682928,Hotel el Escondite,Samana,low,32,geo=204m,204.03684239751172,0,likely_new_wikidata
Q111122871,Casa Lily & Coco,,Dominican Republic,19.3055954,-69.5602774,,,node/5614046221,Casa,,low,40,name=0.75,116747.45215903728,0.75,needs_research
Q111122868,Manty's Guesthouse,,Dominican Republic,19.3149182,-69.5407463,,,node/4105363389,Dan and Manty's Guesthouse and Hostel,,high,75,name=0.75; geo=4m,3.546588520153962,0.75,likely_same_property
Q111122869,Afreeka Beach Hostel & Music Bar,,Dominican Republic,19.3247207,-69.5298545,,,node/1650284822,Hotel Palapa,,low,45,geo=16m,16.26158324237423,0,likely_new_wikidata
Q111124503,Hostel La Ballena Backpacker,,Dominican Republic,19.28764,-69.20057,,,node/7243024423,La Ballena Backpackers,,low,32,geo=119m,118.65370280977449,0.4,likely_new_wikidata
Q111884790,Hotel El Quemaito,,Dominican Republic,18.12738,-71.06752,,,node/1259992888,Hotel Quemaito,,medium,60,name=0.67; geo=21m,20.961739709257827,0.667,possible_same_property
Q111884791,Lifestyle Tropical Beach Resort & Spa All Inclusive,,Dominican Republic,19.81996,-70.72798,,,node/354626498,Hotel Sun Village,,none,20,geo=382m,382.21875823000283,0,likely_new_wikidata
Q111884789,Hotel Enjoy,,Dominican Republic,19.31115,-69.56479,,,node/1600567851,Hotel,,low,40,name=0.75,202289.5010911815,0.75,needs_research
Q111884794,Hotel Residence Playa Colibri,,Dominican Republic,19.325426,-69.55141,,,way/198177958,Hotel Residence Playa Colibrí,,high,90,name=1.00; geo=52m,52.33535255957118,1,likely_same_property
Q111884795,Hotel La Tortuga,,Dominican Republic,19.320851,-69.543586,,,node/3684480772,Villa Mariposas,,low,45,geo=72m,71.7176145152627,0,likely_new_wikidata
Q111884792,Hotel Palococo,,Dominican Republic,19.30628,-69.54732,,,way/199921836,Hotel Palococo,,high,90,name=1.00; geo=46m,46.13980761756302,1,likely_same_property
Q111884793,Hotel Residence Marilar,,Dominican Republic,19.32489,-69.55193,,,node/7353680458,Residencial Miralar,,low,45,geo=6m,5.695672434719575,0,likely_new_wikidata
Q111884798,Residencia El Balata,,Dominican Republic,19.311135,-69.527677,,,node/9829772,Bohio Cabarete,,none,10,Weak or no match signals,111081.71019990367,0,likely_new_wikidata
Q111884799,Casa del Mar Lodge,,Dominican Republic,18.097966,-71.079922,,,way/363761504,Casa del Mar Lodge Barahona,,medium,62,name=0.75; geo=151m,151.0753185693539,0.75,possible_same_property
Q111884796,Costarena Beach Hotel,,Dominican Republic,19.324964,-69.543764,,,node/7353716226,CostArena,,medium,62,name=0.75; geo=189m,188.7475298887121,0.75,possible_same_property
Q111884797,El Rincon de Abi,Las Terrenas,Dominican Republic,19.3209,-69.53591,,,node/13165874914,Casa Barbara Las Terrenas,Las Terrenas,low,35,city; geo=751m,751.0014033611434,0,likely_new_wikidata
Q111884802,"Xeliter Vista Mare, Samana",,Dominican Republic,19.183384,-69.24763,,,node/9829772,Bohio Cabarete,,none,10,Weak or no match signals,143706.27836704455,0,likely_new_wikidata
Q111884803,Platino Hotel & Casino,,Dominican Republic,19.44399,-70.68752,,,way/233515118,Hotel Platino,Santiago,medium,60,name=0.67; geo=49m,48.64906649190829,0.667,possible_same_property
Q111884800,Casa Bonita Tropical Lodge,,Dominican Republic,18.079462,-71.090999,,,node/2172701438,Casa Bonita,,medium,62,name=0.75; geo=222m,222.2496609966222,0.75,possible_same_property
Q111884801,Plaza Real Resort,,Dominican Republic,18.42795,-69.39512,,,node/5411042221,Villa Alexandra,,none,20,geo=541m,540.8823715865974,0,likely_new_wikidata
Q111884806,Labellaventura,,Dominican Republic,19.29243,-69.20132,,,node/1414756925,Aventura,La Canela,low,40,name=0.75,169168.24198011422,0.75,needs_research
Q111884807,B&B La Isleta Apart Hotel,,Dominican Republic,19.29198,-69.19893,,,node/7243015034,La Isleta,,high,75,name=0.75; geo=7m,6.8585921141711355,0.75,likely_same_property
Q111884804,Matum Hotel & Casino,,Dominican Republic,19.4517,-70.69067,,,way/408649164,Hotel Matum,Santiago,medium,60,name=0.67; geo=34m,33.93506429795636,0.667,possible_same_property
Q111884805,Punta Rucia Lodge,,Dominican Republic,19.849623,-71.212425,,,node/4734649323,Punta Rucia Lodge,,high,90,name=1.00; geo=19m,19.141259244396938,1,likely_same_property
Q111884810,Hostal Doña Chava,,Dominican Republic,18.03583,-71.74251,,,way/341067667,Hostal Doña Chava,,high,90,name=1.00; geo=18m,17.58573589050669,1,likely_same_property
Q111884811,Hotel Bayahibe,,Dominican Republic,18.367875,-68.840131,,,node/1600567851,Hotel,,low,40,name=0.75,238019.93585251668,0.75,needs_research
Q111884808,Villa La Plantacion,,Dominican Republic,19.29102,-69.19713,,,node/9856719770,Hotel Villa La Plantacion,Las Galeras,high,75,name=0.76; geo=66m,66.19794103263993,0.76,likely_same_property
Q111884809,21 Palms,,Dominican Republic,19.29524,-69.18098,,,node/3391618918,La Hacienda,,none,20,geo=753m,752.7536093547488,0,likely_new_wikidata
Q111884814,Hotel Cortecito Inn Bavaro,,Dominican Republic,18.692253,-68.42328,,,node/1600567851,Hotel,,low,40,name=0.75,286286.42567743413,0.75,needs_research
Q111884815,The Greek Resort,,Dominican Republic,18.692052,-68.422758,,,way/309368486,TRS Turquesa Hotel,,low,32,geo=204m,204.4776228727503,0,likely_new_wikidata
Q111884812,Tracadero Beach Resort,,Dominican Republic,18.35208,-68.83533,,,way/1042852813,Whala Bayahibe 4*,Dominicus,low,45,geo=69m,68.65196195262507,0,likely_new_wikidata
Q111884813,Whala!Urban Punta Cana,,Dominican Republic,18.662302,-68.429353,,,node/9829772,Bohio Cabarete,,none,10,Weak or no match signals,247138.42349517462,0,likely_new_wikidata
Q111884818,Camp David Ranch,,Dominican Republic,19.51145,-70.63906,,,node/349121944,Camp David Ranch,Santiago,medium,65,name=1.00; geo=268m,268.10930363132917,1,possible_same_property
Q111884819,"Homewood Suites by Hilton Santo Domingo, Dominican Republic",,Dominican Republic,18.471357,-69.94155,,,node/4819701721,Home,,low,40,name=0.75,3755.7832485353892,0.75,needs_research
Q111884816,Art Villa Dominicana,,Dominican Republic,18.68455,-68.42022,,,way/1006947117,Hotel Art Villa Dominicana,,high,75,name=0.77; geo=13m,12.762228276920062,0.769,likely_same_property
Q111884817,Los Corales Beach Village,,Dominican Republic,18.68162,-68.41408,,,node/11158547600,Los Corales Beach Village Suites,,medium,62,name=0.78; geo=165m,164.87326956641488,0.781,possible_same_property
Q111884822,Weston Suites Hotel,,Dominican Republic,18.46442,-69.93202,,,way/404174344,Westin,,low,45,geo=19m,18.510648553432592,0,likely_new_wikidata
Q111884823,Hotel Discovery,,Dominican Republic,18.47099,-69.89115,,,way/406641455,Hotel Discovery,,high,90,name=1.00; geo=15m,14.741053098430015,1,likely_same_property
Q111884820,Hotel Aladino,,Dominican Republic,18.48153,-69.92625,,,way/410357299,Hotel Aladino,Santo Domingo,high,90,name=1.00; geo=52m,52.01124043161316,1,likely_same_property
Q111884826,Rig Hotel Boutique Puerto Malecon,,Dominican Republic,18.46783,-69.89042,,,node/12659951042,Rig Hotel Boutique,,high,75,name=0.75; geo=13m,13.425655175556075,0.75,likely_same_property
Q111884827,Napolitano Hotel,,Dominican Republic,18.46622,-69.89156,,,way/406862579,Casino Napolitano,,low,45,geo=39m,38.8849622920766,0.333,likely_new_wikidata
Q111884824,Casa Sanchez by The Oxo House,,Dominican Republic,18.47088,-69.88844,,,node/2955259538,Hotel Villa Colonial,Santo Domingo,low,45,geo=26m,25.82045171464869,0,likely_new_wikidata
Q111884825,Hotel Villa Colonial,,Dominican Republic,18.47084,-69.8883,,,node/2955259538,Hotel Villa Colonial,Santo Domingo,high,90,name=1.00; geo=13m,12.780805065963564,1,likely_same_property
Q111884830,"Billini Hotel, Historic Luxury",,Dominican Republic,18.47081,-69.88677,,,way/406678369,Doña Elvira,,low,45,geo=25m,25.48204966641353,0,likely_new_wikidata
Q111884831,Hotel Doña Elvira,,Dominican Republic,18.472117,-69.883832,,,way/406678369,Doña Elvira,,medium,50,name=0.75; geo=337m,336.968337344838,0.75,possible_same_property
Q111884828,Novus Plaza Hodelpa,Santo Domingo,Dominican Republic,18.47342,-69.88537,,,node/597456591,Hodelpa Novus Plaza,,high,90,name=1.00; geo=7m,6.743477335606626,1,likely_same_property
Q111884829,Luca Hotel by The Oxo House,,Dominican Republic,18.471811,-69.88666,,,node/4291376989,La Castilla,,low,45,geo=27m,26.620761822267138,0,likely_new_wikidata
Q111884832,Casa Naemie,Santo Domingo,Dominican Republic,18.47169,-69.88319,,,node/5614046221,Casa,,low,40,name=0.75,135000.48479432586,0.75,needs_research
Q112020278,MON Hotel Boutique,,Dominican Republic,18.90819,-70.74424,,,node/1600567851,Hotel,,low,40,name=0.75,86465.80578022795,0.75,needs_research
Q112020279,Rancho Tierra Alta,,Dominican Republic,19.132778,-70.659754,,,node/9829772,Bohio Cabarete,,none,10,Weak or no match signals,75281.37342843862,0,likely_new_wikidata
Q112020276,Rancho Guacamayos Hotel & Restaurantes,,Dominican Republic,18.9068,-70.39426,,,node/1600567851,Hotel,,low,40,name=0.75,107168.82718688244,0.75,needs_research
Q112020277,La Fuente House,,Dominican Republic,18.91615,-70.73998,,,node/5916285505,Hotel La Fuente,,low,45,geo=49m,49.01127285289672,0.5,needs_research
Q112020280,Los Bohios Campo Añil,,Dominican Republic,19.19491,-70.63631,,,node/9829772,Bohio Cabarete,,none,10,Weak or no match signals,67963.2786887884,0,likely_new_wikidata
Q112020281,Hotel Rey,,Dominican Republic,19.230899,-70.530637,,,way/413993138,Hotel El Rey,La Vega,medium,60,name=0.67; geo=24m,24.37705824393693,0.667,possible_same_property
Q112020338,Las Mariposas,,Dominican Republic,19.27502,-69.20215,,,node/4580475290,Las Galeras Island Hostel,,none,20,geo=468m,468.4923186534664,0.2,likely_new_wikidata
Q112020339,Le BDM Playita,,Dominican Republic,19.28891,-69.20152,,,node/7243040458,Il Triangolo,,low,45,geo=51m,51.32148344835592,0,likely_new_wikidata
Q112020336,Palmetto Hotel,Santiago de los Caballeros,Dominican Republic,19.45882,-70.68028,,,node/4753601222,Palmetto Hotel,,high,90,name=1.00; geo=5m,4.695458437865692,1,likely_same_property
Q112020337,Aventura Rincon Ecolodge,,Dominican Republic,19.26153,-69.25888,,,node/711144134,Ecocampo La Sangría,,low,45,geo=60m,59.79734617218916,0,likely_new_wikidata
Q112020342,Hotel El Marinique,Samaná,Dominican Republic,19.29255,-69.19932,,,node/7243015034,La Isleta,,low,45,geo=70m,70.1115714704686,0,likely_new_wikidata
Q112020343,Villa La Caleta,,Dominican Republic,19.29589,-69.18108,,,node/9028346259,La Rancheta,,none,20,geo=479m,478.5569092070842,0.25,likely_new_wikidata
Q112020340,Paradiso del Caribe,,Dominican Republic,19.28887,-69.20151,,,node/7243040458,Il Triangolo,,low,45,geo=55m,55.068486475354696,0,likely_new_wikidata
Q112020341,Hotel Las Galeras,,Dominican Republic,19.29142,-69.19918,,,node/7274607989,Las Galeras Hotel,,high,90,name=1.00; geo=23m,22.870294189554585,1,likely_same_property
Q112020346,Sol Azul,,Dominican Republic,18.40484,-68.996395,,,node/4739029122,Sol Azul,,medium,55,name=1.00,100712.9979797929,1,possible_same_property
Q112020347,Hotel Pedernales Italia Republica Dominicana,Pedernales Province,Dominican Republic,18.04151,-71.74274,,,node/1600567851,Hotel,,low,40,name=0.75,71482.41794829989,0.75,needs_research
Q112020344,Buen Hombre Kite School With Accommodations,,Dominican Republic,19.8695,-71.40414,,,node/9829772,Bohio Cabarete,,none,10,Weak or no match signals,99040.80149806937,0,likely_new_wikidata
Q112020345,Guesthouse Villa la Isla,,Dominican Republic,18.39985,-69.00748,,,node/9829772,Bohio Cabarete,,none,10,Weak or no match signals,216847.0911009572,0,likely_new_wikidata
Q112020350,Hotel Olimpo,,Dominican Republic,18.43283,-68.97066,,,way/312016532,Hotel Olimpo,,high,90,name=1.00; geo=39m,39.12882705001427,1,likely_same_property
Q112020351,Hotel Tipico Maura,,Dominican Republic,18.36817,-68.83914,,,node/3754705960,Bayahibe Guest House,,low,45,geo=61m,61.269802141280074,0,likely_new_wikidata
Q112020348,Vista de Águilas Ecolodge,,Dominican Republic,18.03753,-71.74151,,,node/12044785937,hotel Isla beata,,low,32,geo=221m,221.11431828544107,0,likely_new_wikidata
Q112020349,Hotel Villas DEL MAR,,Dominican Republic,18.02944,-71.74342,,,node/1600567851,Hotel,,low,40,name=0.75,71900.92276004096,0.75,needs_research
Q112020354,B&B Villa Luna,,Dominican Republic,18.350287,-68.827895,,,way/253121969,El Eden,,low,45,geo=65m,65.4177999454886,0,likely_new_wikidata
Q112020355,Casa Rural El Paraíso de Saona,,Dominican Republic,18.1292,-68.7327,,,node/3758021425,Casa Rural el Paraiso de Saona,,high,77,name=1.00; geo=215m,214.54405026695486,1,likely_same_property
Q112020353,Green Village Bayahibe,,Dominican Republic,18.380744,-68.830635,,,node/9829772,Bohio Cabarete,,none,10,Weak or no match signals,231750.71712088026,0,likely_new_wikidata
Q112020358,Green Coast Beach Hotel,,Dominican Republic,18.69173,-68.42217,,,node/7741588385,Green Coast hotel,,medium,50,name=0.75; geo=456m,455.91494703068724,0.75,possible_same_property
Q112020359,Green Coast Hotel,,Dominican Republic,18.6883,-68.4214,,,node/7741588385,Green Coast hotel,,high,90,name=1.00; geo=66m,66.03438246595233,1,likely_same_property
Q112020356,Apartahotel Next Nivel,,Dominican Republic,18.68596,-68.45472,,,node/1600567851,Hotel,,low,40,name=0.75,282902.6590055085,0.75,needs_research
Q112020357,Hotel Yonu,,Dominican Republic,18.59766,-68.44426,,,node/4511839291,Yonu,,medium,62,name=0.75; geo=159m,159.46388120708093,0.75,possible_same_property
Q112020362,Las Terrazas VIP Pool Beach Club & Spa,,Dominican Republic,18.68346,-68.41304,,,node/11158547602,Flor del Mar Condo Apartment,,low,45,geo=72m,72.46390022393628,0,likely_new_wikidata
Q112020363,LOS Corales Beach & SPA - Best Price for Long Term Vacation Rental,,Dominican Republic,18.68235,-68.4128,,,node/11158547600,Los Corales Beach Village Suites,,low,45,geo=31m,31.296372690934653,0.231,likely_new_wikidata
Q112020360,The Golf Suites,,Dominican Republic,18.669235,-68.422038,,,node/6020419629,The Circle by Meliá,,none,20,geo=714m,714.2232165558726,0.167,likely_new_wikidata
Q112020361,Riviera Punta Cana Eco Travelers House,,Dominican Republic,18.68608,-68.41747,,,node/12546573956,Riviera Punta Cana,,high,75,name=0.75; geo=42m,42.33089704578479,0.75,likely_same_property
Q112020366,Hotel Los Jardines,,Dominican Republic,19.46485,-70.68895,,,way/409597539,Hotel Los Jardiness,,high,90,name=0.95; geo=17m,16.61984574381881,0.947,likely_same_property
Q112020367,Micro Hotel Condo Suites,Santo Domingo,Dominican Republic,18.502002,-69.958319,,,way/409872731,Micro Hotel,Santo Domingo,high,90,name=0.75; city; geo=7m,7.284898122701229,0.75,likely_same_property
Q112020364,Punta Cana Seven Beaches,,Dominican Republic,18.61121,-68.4127,,,node/4944858821,Club havana house renta de habitacion por noche,,low,32,geo=240m,240.1350419537957,0,likely_new_wikidata
Q112020365,Apartahotel Jardines Metropolitanos,,Dominican Republic,19.46237,-70.68861,,,node/1600567851,Hotel,,low,40,name=0.75,146299.9108372678,0.75,needs_research
Q112020370,Hotel Plaza Coral,,Dominican Republic,18.58334,-68.39785,,,node/3158269100,Hotel Plaza Coral,,high,90,name=1.00; geo=6m,6.012692137370631,1,likely_same_property
Q112020371,Hotel Real Bella Vista,Santo Domingo,Dominican Republic,18.45597,-69.94705,,,node/3523794277,Bella Vista,Santo domingo,high,90,name=0.75; city; geo=38m,38.303331529863684,0.75,likely_same_property
Q112020368,Manaya Bed & Breakfast,,Dominican Republic,18.61333,-68.40888,,,node/11057172205,Casa Papa Loco,,low,32,geo=215m,214.51046241029837,0,likely_new_wikidata
Q112020369,Princess Family Club Bavaro - All Inclusive,,Dominican Republic,18.66265,-68.39629,,,node/431025349,Barceló Bávaro Palace Deluxe,,low,32,geo=118m,118.05712279046526,0.111,likely_new_wikidata
Q112020374,City Caribbean Hotel Boutique,Santo Domingo,Dominican Republic,18.46548,-69.91293,,,node/1600567851,Hotel,,low,40,name=0.75,127416.77435864706,0.75,needs_research
Q112020375,Hotel Esmeralda Guest House,Santo Domingo,Dominican Republic,18.46428,-69.91163,,,node/4725033690,Esmeralda,,medium,62,name=0.75; geo=149m,148.55675175070814,0.75,possible_same_property
Q112020372,Plaza Florida Suites,Santo Domingo,Dominican Republic,18.46404,-69.92486,,,way/213871593,Florida,,low,40,name=0.75,6203.168154832164,0.75,needs_research
Q112020373,Aparta Hotel Plaza del Sol,Santo Domingo,Dominican Republic,18.46516,-69.91588,,,node/1745039683,Aparta Hotel Plaza del Sol,,high,90,name=1.00; geo=20m,20.486064067814887,1,likely_same_property
Q112020378,Hostal San Francisco de Asis,Santo Domingo,Dominican Republic,18.46645,-69.89879,,,way/630842152,Hotal San Francisco de Asis,Santo Domingo,high,75,name=0.67; city; geo=4m,3.9812315370049607,0.667,likely_same_property
Q112020379,Hotel La Casona Dorada,,Dominican Republic,18.46601,-69.8967,,,way/407741181,Hotel La Casona,,high,75,name=0.75; geo=21m,20.729662031519634,0.75,likely_same_property
Q112020376,Hotel Renacer,Santo Domingo,Dominican Republic,18.47065,-69.89658,,,way/407742566,Hotel Renacer,,high,90,name=1.00; geo=17m,17.114618355743392,1,likely_same_property
Q112020377,Hotel Riparbella,,Dominican Republic,18.468477,-69.897624,,,node/1600567851,Hotel,,low,40,name=0.75,129064.61034690971,0.75,needs_research
Q112020382,Aparthotel Genova,,Dominican Republic,18.47169,-69.89103,,,node/1600567851,Hotel,,low,40,name=0.75,129823.01276946561,0.75,needs_research
Q112020383,Señorial,,Dominican Republic,18.466016,-69.895354,,,node/5103798423,El Señorial,,high,75,name=0.75; geo=4m,3.6278081950159797,0.75,likely_same_property
Q112020380,Green House Aparta Hotel,Santo Domingo,Dominican Republic,18.468093,-69.894966,,,node/5029505780,Santo Domingo Bed & Breakfast,Santo Domingo,low,47,city; geo=139m,139.44745566670937,0,likely_new_wikidata
Q112020381,Hotel Maison Gautreaux,,Dominican Republic,18.46522,-69.89651,,,node/8327794617,hotel Maison Gautreaux,,high,77,name=1.00; geo=133m,132.82487000280983,1,likely_same_property
Q112020386,Hotel Shakey,,Dominican Republic,18.46318,-69.8966,,,node/596663088,Hotel Crowne Plaza,Santo Domingo,low,45,geo=74m,73.83571009770732,0.25,likely_new_wikidata
Q112020384,Hotel Alcaldeza - Garden House,,Dominican Republic,18.46549,-69.89528,,,node/5103798423,El Señorial,,low,45,geo=62m,61.83009202628818,0,likely_new_wikidata
Q112020385,Hotel Arcoiris Colonial,,Dominican Republic,18.47803,-69.88452,,,node/1069945606,Hotel Atarazana,,low,45,geo=73m,73.33074285991088,0.25,likely_new_wikidata
Q112020319,Altos de Caño Hondo,,Dominican Republic,19.05697,-69.45432,,,node/314357718,Paraiso Caño Hondo,,low,45,geo=26m,26.491450789599938,0.4,likely_new_wikidata
Q112020316,Fata Morgana,,Dominican Republic,19.30886,-69.55303,,,node/4576227595,fata morgana,,high,90,name=1.00; geo=55m,54.57750103484506,1,likely_same_property
Q112020317,Hotel Casa Pierretta,,Dominican Republic,19.31829,-69.54324,,,node/1600567851,Hotel,,low,40,name=0.75,204570.65555221675,0.75,needs_research
Q112020322,Castillo Romano,,Dominican Republic,19.316388,-69.537922,,,node/3051207800,Castillo Romano,,high,77,name=1.00; geo=76m,75.96419582415258,1,likely_same_property
Q112020323,Saman Boutique Hotel,Las Terrenas,Dominican Republic,19.312176,-69.52822,,,node/1600567851,Hotel,,low,40,name=0.75,205423.10665248754,0.75,needs_research
Q112020320,Hotel Coco Plaza,,Dominican Republic,19.32563,-69.54485,,,node/2099118549,Hotel Coco Plaza,,high,90,name=1.00; geo=13m,13.39099817272377,1,likely_same_property
Q112020321,Puerto Plaza Las Terrenas,,Dominican Republic,19.32132,-69.54081,,,node/4737380481,Hotel Puerto Plaza,,low,45,geo=12m,11.573745377831836,0.4,likely_new_wikidata
Q112020326,Beach Hotel Casa Nina,,Dominican Republic,19.32357,-69.53118,,,way/730848313,Hotel Solaz,,low,45,geo=74m,73.81831823550847,0.2,likely_new_wikidata
Q112020327,Clave Verde Ecolodge,,Dominican Republic,19.31083,-69.47479,,,node/4889719121,La Casa Amarilla,,low,32,geo=155m,155.3012391270729,0,likely_new_wikidata
Q112020324,Adults Only Hacienda Terra Taina,Las Terrenas,Dominican Republic,19.31025,-69.5264,,,node/6186383052,Casa Gio Las Terrenas,Las Terrenas,none,25,city,2292.926870876528,0,likely_new_wikidata
Q112020325,Punta Popy Boutique Hotel,,Dominican Republic,19.32046,-69.5307,,,node/1600567851,Hotel,,low,40,name=0.75,205766.5972163652,0.75,needs_research
Q112020330,Hotel Cotubanama Samaná,Samaná,Dominican Republic,19.20378,-69.33817,,,node/5936807188,Hotel Cotubanamá,,high,75,name=0.75; geo=40m,39.865359500549495,0.75,likely_same_property
Q112020331,Hotel Samana Spring,,Dominican Republic,19.20503,-69.33522,,,node/1600567851,Hotel,,low,40,name=0.75,215655.27262176567,0.75,needs_research
Q112020328,D' Franchesis Hostal,,Dominican Republic,18.42496,-69.42773,,,node/5405414236,Casa Ruso,,low,45,geo=51m,51.07692734151888,0,likely_new_wikidata
Q112020329,Platon Ecolodge,,Dominican Republic,18.03966,-71.20092,,,node/5354918621,Rancho Platón,,none,20,geo=405m,405.2784667172427,0.333,likely_new_wikidata
Q112020334,Apartahotel Guaraguao,,Dominican Republic,18.45462,-69.30574,,,node/1600567851,Hotel,,low,40,name=0.75,190183.91059307972,0.75,needs_research
