status,recordId,name,country,city,currentSubmarket,strRegional,proposedSubmarket,confidence,source,reason
ready,rec00oEFhgmhXrgI2,Club Del Mar,Costa Rica,Jaco,Jaco,no,Jacó / Herradura,Medium,dealality_keyword_corridor_map,name_keyword_jaco
ready,rec01NOwXLdRbCSys,Providencia Bed & Breakfast,Chile,Santiago,Santiago,no,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec022VIYxisrXAgH,ibis Bogota Calle 80,Colombia,Bogota,Bogota,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec03ZiG2RZXZOyEs,Playabachata Spa Resort,Dominican Republic,Puerto Plata,Puerto Plata,no,Puerto Plata / Sosúa / Cabarete,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec03qpAv1PaeX29G,Alsol Tiara Cap Cana,Dominican Republic,Punta Cana,Punta Cana,no,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec04d4esAuk0GY8i,Selina Bocas Del Toro,Panama,Bocas Del Toro,Bocas Del Toro,no,Bocas del Toro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0672UkSDEZzWMo,San Agustin Plaza Hotel,Peru,Cusco,Cusco,no,Cusco Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec06JsVpHaQ3xzOW,Wyndham Alltra Playa del Carmen Adults Only All Inclusive,Mexico,Playa Del Carmen,Playa Del Carmen,no,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec071FD2qpY3Bi6h,Hospedaje Jairito,Peru,Machu Picchu,Machu Picchu,no,Machu Picchu Access,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec07KXegtmhxUre9,El Maragato,Costa Rica,San Jose,San Jose,no,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,rec0AIkq4zk4ZJySC,JW Marriott Cancun Resort & Spa,Mexico,Cancun,Cancun Coast,no,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec0Ca6ZVCbIxkwDW,Holiday Inn Express San Juan Condado,Puerto Rico,San Juan,San Juan Area,no,San Juan Metro,High,dealality_city_corridor_map,pr_city_inference_map
ready,rec0CnGSGAr6u6cYQ,Sofitel Buenos Aires Recoleta,Argentina,Buenos Aires,Buenos Aires Centre,no,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0DeJ2QKwzRMvec,Park Hyatt Cancun,Mexico,Cancun,Cancun,no,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec0EIAO6lh7xUkSM,Hotel Verde Mar,Colombia,San Andres,San Andres,no,San Andrés,High,dealality_keyword_corridor_map,name_keyword_san_andres
ready,rec0Fe4m0j6ihtm3z,Del Prado Inn,Peru,Cusco,Cusco,no,Cusco Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0GCeWJdhNWYxlO,A Stones Throw Away,Bahamas,Nassau,Nassau,no,Nassau / New Providence,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0JfzzyjTbkY1kj,whala!bavaro,Dominican Republic,Punta Cana,Punta Cana,no,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0Jh4iG9oQDS3gb,Sumaq Machu Picchu Hotel,Peru,Machu Picchu,Machu Picchu,no,Machu Picchu Access,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0KlAjSzRM2Pnjp,Isla Marisol Resort,Belize,Glover's Reef Atoll,Belize,no,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0OtHUa4LbqMG1U,San Agustin Riviera Hotel,Peru,Lima,Lima,no,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0Q3DtvmU7vOtxN,Balcon Del Mar,Costa Rica,Jaco,Jaco,no,Jacó / Herradura,Medium,dealality_keyword_corridor_map,name_keyword_jaco
ready,rec0QrYdFkt2gZlJq,Hotel Yare Hotel,Costa Rica,Puerto Viejo,Puerto Viejo,no,Caribbean Coast,Medium,dealality_keyword_corridor_map,name_keyword_caribbean
ready,rec0VggMjn258s9pU,Condo Casa Inn Aparthotel,Costa Rica,San Jose,San Jose,no,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,rec0WBj2bFEGDEXrM,Hotel Mousai Cancun,Mexico,Cancun,Cancun,no,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec0WWuSstmemCD91,Sandyport Beaches Hotel & Resort,Bahamas,Nassau,Nassau,no,Nassau / New Providence,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0WZgqrSukO7QR7,Hotel & Mirador Los Apus,Peru,Cusco,Cusco,no,Cusco Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0YiU1dDLDUItIS,Hacienda Suites,Dominican Republic,Puerto Plata,Puerto Plata,no,Puerto Plata / Sosúa / Cabarete,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0ZTSzuXPU3aiMK,Sheraton Bogota Hotel,Colombia,Bogota,Bogota South & Avenida El Dorado,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec0aSFDee5jfbJbt,Celebration Resort Olímpia,Brazil,Olímpia,Olímpia,no,Vila Olímpia / Berrini,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0bJzOb120B2jEc,DoubleTree by Hilton Bogota Salitre AR,Colombia,Bogota,Bogota South & Avenida El Dorado,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec0dar0GlgAtCsYh,Falling Leaves Lodge,Belize,San Ignacio,Belize,no,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0gMeyE9QhTaaQl,Dreams Playa Mujeres Golf & Spa Resort,Mexico,Cancun,Cozumel/Isla Mujeres/Holbox,no,Cozumel,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0ii2rB7cgaAE6s,Esplendor Bavaro,Dominican Republic,Bavaro,Bavaro,no,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec0jBxP2IhRHAjZR,Coco Beach Resort,Belize,Belize,Belize,no,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0jjouWJTgweK9v,Bogotá Plaza Hotel,Colombia,Bogota,Bogota,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec0mqktE9ySxSbBC,GIO Suites Bogota,Colombia,Bogota,Bogota,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec0nsHuBLGwGXdxP,Apartotel Los Yoses,Costa Rica,San Jose,San Jose,no,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,rec0obcTlz50FguyL,Red Carpet Inn Nassau,Bahamas,Nassau,Nassau,no,Nassau / New Providence,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0oe7a3AjRtlDh2,El Hotel Del Lago Golf & Art Resort,Uruguay,Punta Del Este,Punta Del Este,no,Punta del Este,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0qlntC7f5945Bi,Paraiso De Colon,Dominican Republic,Puerto Plata,Puerto Plata,no,Puerto Plata / Sosúa / Cabarete,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0rP5TYaNyE03JH,Tierra Viva Miraflores Mendiburu,Peru,Lima,Lima,no,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0ucWjrRvd1KNnu,Fiesta Resort,Costa Rica,Puntarenas,Puntarenas,no,Guanacaste / Papagayo,Medium,dealality_keyword_corridor_map,name_keyword_puntarenas_ferry
ready,rec0urn07sdi65W3g,Hotel Casa Normandia,Colombia,Bogota,Bogota,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec0uwIG35tHcRglh,Pietermaai Boutique Hotel,Curaçao,Willemstad,Willemstad,no,Willemstad / Punda-Otrobanda,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0vCx4z9LOw1rar,Eden Roc at Cap Cana,Dominican Republic,Punta Cana,Punta Cana,no,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0wCn5EypYxatbS,"Ocean El Faro, Punta Cana",Dominican Republic,Punta Cana,Punta Cana,no,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0yaH8rxcyfbTt0,Magic Palace Hotel,Brazil,Rio De Janeiro,Rio De Janeiro,no,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0ytWI7Yi6OvdvD,The Alexandria Marquis Hotel and Resort,Belize,Esperanza,Belize,no,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec10VBVtQEQdw3xM,Hotel 198,Chile,Santiago,Santiago,no,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec12L3cPLZdH1zNC,Hotel Virrey Central,Colombia,Bogota,Bogota,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec132WIeVdlpais2,Hotel Casablanca,Nicaragua,San Juan Del Sur,San Juan Del Sur,no,San Juan del Sur,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec140BKMe7Qyop01,Secrets St. James Montego Bay,Jamaica,Montego Bay,Jamaica,no,Montego Bay,Medium,dealality_keyword_corridor_map,exact_city_submarket_label
ready,rec14D3dfT78qhiMY,Morgans Rock Hotel,Nicaragua,San Juan Del Sur,San Juan Del Sur,no,San Juan del Sur,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec14rO2PW7H6h2aH,Serena Hotel & Spa,Mexico,Puerto Aventuras,Puerto Aventuras,no,Akumal / Puerto Aventuras,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec172h7kVbwOoUwD,Hilton Garden Inn Guanacaste Airport,Costa Rica,Liberia,Guanacaste Area,no,Guanacaste / Papagayo,High,dealality_keyword_corridor_map,name_keyword_liberia
ready,rec18FJqh5kpZaAdn,Bogota Belle Epoque,Colombia,Bogota,Bogota,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec19HmsYqezGPpwl,Sunset Royal Resort,Mexico,Cancun,Cancun,no,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec1CcLJIXpHPbeWY,Hotel Casa De Campo Cusco,Peru,Cusco,Cusco,no,Cusco Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1EeDD0yqhgGg5p,Grand Royal Lagoon Hotel,Mexico,Cancun,Cancun,no,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec1FzqbbC5ZVSZVm,Xeliter Vista Mare,Dominican Republic,Las Galeras,Las Galeras,no,Samaná / Las Terrenas,Medium,dealality_city_corridor_map,exact_city_map
ready,rec1GpH4KKSOyzVHV,Santa Teresa Hotel RJ - MGallery Collection,Brazil,Rio de Janeiro,Rio de Janeiro Centre & Surrounding,no,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1Hy6uTvYV4dDv0,ibis budget RJ Copacabana,Brazil,Rio de Janeiro,Rio de Janeiro Centre & Surrounding,no,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1O8t5CtaUEDAOk,Mountain Paradise Hotel,Costa Rica,La Fortuna,La Fortuna,no,Arenal / La Fortuna,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1PVa7uKg5RUquL,Hotel Seru Coral,Curaçao,Willemstad,Willemstad,no,Willemstad / Punda-Otrobanda,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1Q1yV6L2FGjClO,Hotel Dorado Gold,Colombia,Bogota,Bogota,no,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec1QjOo2wJHF2CJx,Hotel Royal Decameron Aquarium,Colombia,San Andres,San Andres,no,San Andrés,High,dealality_keyword_corridor_map,name_keyword_san_andres
ready,rec1Re4cLIw991dt7,Coral Estate Luxury Resort,Curaçao,Willemstad,Willemstad,no,Willemstad / Punda-Otrobanda,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1T73e8uCpeeGb7,Parador Villas De Mar Hau,Puerto Rico,Isabela,Isabela,no,Northwest Air & Leisure Corridor,High,dealality_city_corridor_map,pr_city_inference_map
ready,rec1WNAPAmbBww4W3,City Express by Marriott Cancun Aeropuerto,Mexico,Cancun,Cancun Downtown/Airport,no,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec1X5Br2epK6C501,The Riviera Maya Edition at Kanai,Mexico,Playa del Carmen,Playa Del Carmen,no,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
