applyRank,candidateRecordId,osmName,osmCity,osmCountry,osmLatitude,osmLongitude,matchedLegacyRecordId,matchedLegacyName,distanceMeters,matchScore,matchReason,verifiedHotelName,verifiedCity,verifiedCountry,verifiedLatitude,verifiedLongitude,verifiedDedupeKey,promotionRiskNote
128,recYEvGhFYbxLWuTB,Hotel Costa Club Punta Arena,Puerto Vallarta,Mexico,20.6282575,-105.2300211,recga6rD0tZ1Mnqoz,Costa Club Punta Arena Hotel,108,100,"Strong name similarity (100%), same country, 108m apart",Hotel Costa Club Punta Arena,Puerto Vallarta,Mexico,20.6282575,-105.2300211,hotel costa club punta arena|puerto vallarta|mexico,High-confidence legacy census match; score meets promote threshold.
129,recYJ6fuhWQOhcAwY,Hotel La Siesta,Mazatlán,MX,23.19828,-106.4271317,recBYcEgMdFP0P97I,La Siesta Hotel,35,100,"Strong name similarity (100%), same country, 35m apart",Hotel La Siesta,Mazatlán,MX,23.19828,-106.4271317,hotel la siesta|mazatlan|mx,High-confidence legacy census match; score meets promote threshold.
130,recZ0njsppIaYVhmN,Hotel Moreno,Coatzacoalcos,Mexico,18.1450628,-94.4161471,recxABBAbXCu4tLiC,Hotel Moreno,37,100,"Strong name similarity (100%), same country, 37m apart",Hotel Moreno,Coatzacoalcos,Mexico,18.1450628,-94.4161471,hotel moreno|coatzacoalcos|mexico,High-confidence legacy census match; score meets promote threshold.
131,recZ2flPgu09YkwH3,Ramada Plaza by Wyndham Veracruz Boca del Rio,Boca del Rio,Mexico,19.1412423,-96.1060339,recCTT89f70nxXDmk,Ramada Plaza by Wyndham Veracruz Boca del Rio,8,100,"Strong name similarity (100%), same country, 8m apart",Ramada Plaza by Wyndham Veracruz Boca del Rio,Boca del Rio,Mexico,19.1412423,-96.1060339,ramada plaza by wyndham veracruz boca del rio|boca del rio|mexico,High-confidence legacy census match; score meets promote threshold.
132,recZvN5PHiOqvBdII,Hotel Delfines,Veracruz,Mexico,19.1876478,-96.1252566,recqnVLIUlnq63D9n,Hotel Delfines,5,100,"Strong name similarity (100%), same country, 5m apart",Hotel Delfines,Veracruz,Mexico,19.1876478,-96.1252566,hotel delfines|veracruz|mexico,High-confidence legacy census match; score meets promote threshold.
133,reca8UelXr6K29TWe,Hotel Casa de la Tía Tere,Oaxaca,Mexico,17.0625611,-96.7185639,rechGjyEc4WWFqI5X,Hotel Casa De La Tia Tere,1,100,"Strong name similarity (100%), same country, 1m apart",Hotel Casa de la Tía Tere,Oaxaca,Mexico,17.0625611,-96.7185639,hotel casa de la tia tere|oaxaca|mexico,High-confidence legacy census match; score meets promote threshold.
134,recabcW8cTsYkOpkc,Hotel Panamerican,Puebla,Mexico,19.0529566,-98.2142237,recYacABnNqV8rymt,Hotel Panamerican,46,100,"Strong name similarity (100%), same country, 46m apart",Hotel Panamerican,Puebla,Mexico,19.0529566,-98.2142237,hotel panamerican|puebla|mexico,High-confidence legacy census match; score meets promote threshold.
135,recb3Afl1Cc5oYFm7,Hotel Camba,Oaxaca,MX,17.056908,-96.7216954,recDH0jArqfjpOFKP,Hotel Camba,76,100,"Strong name similarity (100%), same country, 76m apart",Hotel Camba,Oaxaca,MX,17.056908,-96.7216954,hotel camba|oaxaca|mx,High-confidence legacy census match; score meets promote threshold.
136,recbCEJLbOUO4iQXg,Hotel Nacional,Oaxaca,MX,17.0578962,-96.7275877,rec8eVvoZY2XFbJQv,Hotel Nacional,123,100,"Strong name similarity (100%), same country, 123m apart",Hotel Nacional,Oaxaca,MX,17.0578962,-96.7275877,hotel nacional|oaxaca|mx,High-confidence legacy census match; score meets promote threshold.
137,recbVk6Lj6Cx2xmFy,Quinta Rivera,Actopan,Mexico,20.2630494,-98.9435273,recjay45YEgOt8jPE,Quinta Rivera,186,100,"Strong name similarity (100%), same country, 186m apart",Quinta Rivera,Actopan,Mexico,20.2630494,-98.9435273,quinta rivera|actopan|mexico,High-confidence legacy census match; score meets promote threshold.
138,recbrBJ3GeY0IcnIS,Hotel El Mirador,Puerto Escondido,Mexico,15.8615198,-97.0685048,recNpIezOIqfZxMGn,Hotel El Mirador,19,100,"Strong name similarity (100%), same country, 19m apart",Hotel El Mirador,Puerto Escondido,Mexico,15.8615198,-97.0685048,hotel el mirador|puerto escondido|mexico,High-confidence legacy census match; score meets promote threshold.
139,recbxFxnf6u7ECsrn,Hacienda Maria Bonita,Playa del Carmen,Mexico,20.6278059,-87.0726679,recK1NLjtVnP2cOs3,Hacienda Maria Bonita,40,100,"Strong name similarity (100%), same country, 40m apart",Hacienda Maria Bonita,Playa del Carmen,Mexico,20.6278059,-87.0726679,hacienda maria bonita|playa del carmen|mexico,High-confidence legacy census match; score meets promote threshold.
140,recc2t4vXFWGMEXj4,Hotel del Fresno,Fresnillo,Mexico,23.1735179,-102.86932,recZuAZHzIur89d87,Hotel Del Fresno,39,100,"Strong name similarity (100%), same country, 39m apart",Hotel del Fresno,Fresnillo,Mexico,23.1735179,-102.86932,hotel del fresno|fresnillo|mexico,High-confidence legacy census match; score meets promote threshold.
141,reccAahcBHPXnogLb,Hotel Plaza Mirador,Mérida,Mexico,20.9642296,-89.6305925,recZ56PikAbTW3X8Q,Hotel Plaza Mirador,27,100,"Strong name similarity (100%), same country, 27m apart",Hotel Plaza Mirador,Mérida,Mexico,20.9642296,-89.6305925,hotel plaza mirador|merida|mexico,High-confidence legacy census match; score meets promote threshold.
142,reccHXpPNALPp3oja,Hotel Valles,Ciudad Valles,Mexico,21.9915288,-99.0106724,recXHfvngKLWDt6PW,Hotel Valles,47,100,"Strong name similarity (100%), same country, 47m apart",Hotel Valles,Ciudad Valles,Mexico,21.9915288,-99.0106724,hotel valles|ciudad valles|mexico,High-confidence legacy census match; score meets promote threshold.
143,reccRgpm8q373csjP,Hotel Casablanca,Durango,Mexico,24.0241796,-104.6718764,recv1bllWe6NDqVWI,Hotel Casablanca,9,100,"Strong name similarity (100%), same country, 9m apart",Hotel Casablanca,Durango,Mexico,24.0241796,-104.6718764,hotel casablanca|durango|mexico,High-confidence legacy census match; score meets promote threshold.
144,recci55S4N8pWDxC7,Hotel Delfin,Playa del Carmen,Mexico,20.6250241,-87.0736378,recuQLdgpb805OIrC,Hotel Delfin,13,100,"Strong name similarity (100%), same country, 13m apart",Hotel Delfin,Playa del Carmen,Mexico,20.6250241,-87.0736378,hotel delfin|playa del carmen|mexico,High-confidence legacy census match; score meets promote threshold.
145,reccocfAnMJ2bgplu,Comfort Inn Cordoba,Cordoba,Mexico,18.9012523,-96.9472562,recIkCWtNd1CHHym0,Comfort Inn Cordoba,10,100,"Strong name similarity (100%), same country, 10m apart",Comfort Inn Cordoba,Cordoba,Mexico,18.9012523,-96.9472562,comfort inn cordoba|cordoba|mexico,High-confidence legacy census match; score meets promote threshold.
146,reccqiGU2an7mjGmH,Hotel & Suites Hacienda Montesinos,Morelia,Mexico,19.6913815,-101.278754,rect1jRErUd0w4lof,Hotel & Suites Hacienda Montesinos,60,100,"Strong name similarity (100%), same country, 60m apart",Hotel & Suites Hacienda Montesinos,Morelia,Mexico,19.6913815,-101.278754,hotel & suites hacienda montesinos|morelia|mexico,High-confidence legacy census match; score meets promote threshold.
147,reccyGGZQD0nuHjUV,The Melville Boutique Hotel,Mazatlán,MX,23.1981886,-106.424531,recrtvyP0FNE8cfIV,The Melville Boutique Hotel,142,100,"Strong name similarity (100%), same country, 142m apart",The Melville Boutique Hotel,Mazatlán,MX,23.1981886,-106.424531,the melville boutique hotel|mazatlan|mx,High-confidence legacy census match; score meets promote threshold.
148,recdL1spUd5Ee7TyF,Hotel Paraiso Escondido,Puerto Escondido,Mexico,15.8606213,-97.0675032,reckzDxVpYJkX92g0,Hotel Paraiso Escondido,7,100,"Strong name similarity (100%), same country, 7m apart",Hotel Paraiso Escondido,Puerto Escondido,Mexico,15.8606213,-97.0675032,hotel paraiso escondido|puerto escondido|mexico,High-confidence legacy census match; score meets promote threshold.
149,recdX7jfRw43zC9O9,Hotel Mucuy,Mérida,MX,20.9695647,-89.6204031,recIjwNA0wlqwsigU,Hotel Mucuy,2,100,"Strong name similarity (100%), same country, 2m apart",Hotel Mucuy,Mérida,MX,20.9695647,-89.6204031,hotel mucuy|merida|mx,High-confidence legacy census match; score meets promote threshold.
150,recdj5RVaQJPICvFW,Hotel Calenda,Oaxaca de Juárez,Mexico,17.0722556,-96.7218089,recXKsCHr751FsGOg,Hotel Calenda,26,100,"Strong name similarity (100%), same country, 26m apart",Hotel Calenda,Oaxaca de Juárez,Mexico,17.0722556,-96.7218089,hotel calenda|oaxaca de juarez|mexico,High-confidence legacy census match; score meets promote threshold.
151,recdluOzbLiAOQGeG,Hotel El Faro,Veracruz,Mexico,19.1996985,-96.1341301,recYPCKd3SJ5aHFyd,El Faro Hotel,13,100,"Strong name similarity (100%), same country, 13m apart",Hotel El Faro,Veracruz,Mexico,19.1996985,-96.1341301,hotel el faro|veracruz|mexico,High-confidence legacy census match; score meets promote threshold.
152,recdpleIteiDDWbyw,Posada del Tepozteco,Tepoztlan,Mexico,18.9861397,-99.1028919,recucHHMBfpz14WdX,Posada del Tepozteco,19,100,"Strong name similarity (100%), same country, 19m apart",Posada del Tepozteco,Tepoztlan,Mexico,18.9861397,-99.1028919,posada del tepozteco|tepoztlan|mexico,High-confidence legacy census match; score meets promote threshold.
153,receJ7Iy0rBNnTjHC,Hostal de la Monja,Durango,Mexico,24.0250053,-104.6707931,recsGCthfu3Id9CdV,Hostal De La Monja,39,100,"Strong name similarity (100%), same country, 39m apart",Hostal de la Monja,Durango,Mexico,24.0250053,-104.6707931,hostal de la monja|durango|mexico,High-confidence legacy census match; score meets promote threshold.
154,recedEg4Q8DeyAdBx,Dreams Huatulco Resort & Spa,Santa María Huatulco,Mexico,15.7744895,-96.0946277,recuu43cw93fEHMka,Dreams Huatulco Resort & Spa,26,100,"Strong name similarity (100%), same country, 26m apart",Dreams Huatulco Resort & Spa,Santa María Huatulco,Mexico,15.7744895,-96.0946277,dreams huatulco resort & spa|santa maria huatulco|mexico,High-confidence legacy census match; score meets promote threshold.
155,recejLezQ8NCN7L5J,Hotel Valle De Oaxaca,Oaxaca de Juarez,MX,17.0613515,-96.7287974,rec8du8vGqH1D3vUn,Hotel Valle de Oaxaca,2,100,"Strong name similarity (100%), same country, 2m apart",Hotel Valle De Oaxaca,Oaxaca de Juarez,MX,17.0613515,-96.7287974,hotel valle de oaxaca|oaxaca de juarez|mx,High-confidence legacy census match; score meets promote threshold.
156,recenKSPvZ3pYBjqp,Hotel Aventura,Mérida,Mexico,20.9689507,-89.6329278,rece7NmRoyiUAric1,Hotel Aventura,11,100,"Strong name similarity (100%), same country, 11m apart",Hotel Aventura,Mérida,Mexico,20.9689507,-89.6329278,hotel aventura|merida|mexico,High-confidence legacy census match; score meets promote threshold.
157,recf10X3YTBSnMOKw,Hyatt Ziva Puerto Vallarta,Puerto Vallarta,Mexico,20.5843054,-105.2437588,recUq3LjwDniJe9cK,Hyatt Ziva Puerto Vallarta,28,100,"Strong name similarity (100%), same country, 28m apart",Hyatt Ziva Puerto Vallarta,Puerto Vallarta,Mexico,20.5843054,-105.2437588,hyatt ziva puerto vallarta|puerto vallarta|mexico,High-confidence legacy census match; score meets promote threshold.
158,recfJPleLIvzUtVk0,Quinta Real Huatulco,Santa María Huatulco,Mexico,15.7727374,-96.1009698,rec9UPFa6EGEuZIdK,Quinta Real Huatulco,4,100,"Strong name similarity (100%), same country, 4m apart",Quinta Real Huatulco,Santa María Huatulco,Mexico,15.7727374,-96.1009698,quinta real huatulco|santa maria huatulco|mexico,High-confidence legacy census match; score meets promote threshold.
159,recfVnquDQ06GHsb1,Hotel Santillana,Veracruz,Mexico,19.1996105,-96.1363079,rechrsdin4QKnkY8B,Hotel Santillana,7,100,"Strong name similarity (100%), same country, 7m apart",Hotel Santillana,Veracruz,Mexico,19.1996105,-96.1363079,hotel santillana|veracruz|mexico,High-confidence legacy census match; score meets promote threshold.
160,recfjPBU2yrleZDlw,Hotel Camino del Sol,Puerto Escondido,Mexico,15.8670334,-97.0779587,rec8y3CNWaEcraRMy,Hotel Camino Del Sol,4,100,"Strong name similarity (100%), same country, 4m apart",Hotel Camino del Sol,Puerto Escondido,Mexico,15.8670334,-97.0779587,hotel camino del sol|puerto escondido|mexico,High-confidence legacy census match; score meets promote threshold.
161,rech4r0UYFzowwCg5,Hotel Balcon Gueela,Santa María Huatulco,Mexico,15.7633671,-96.1272904,rec8TwKnx65x5G59D,Hotel Balcon Gueela,41,100,"Strong name similarity (100%), same country, 41m apart",Hotel Balcon Gueela,Santa María Huatulco,Mexico,15.7633671,-96.1272904,hotel balcon gueela|santa maria huatulco|mexico,High-confidence legacy census match; score meets promote threshold.
162,rechEJLafmbtWkxAm,Posada El Cid,Oaxaca de Juárez,Mexico,17.0710195,-96.7187218,recbLaN9rLKkHo2bq,Posada El Cid,2,100,"Strong name similarity (100%), same country, 2m apart",Posada El Cid,Oaxaca de Juárez,Mexico,17.0710195,-96.7187218,posada el cid|oaxaca de juarez|mexico,High-confidence legacy census match; score meets promote threshold.
163,rechaEF4EC5bixmY9,Hotel San Jorge,Tepic,Mexico,21.5124326,-104.8935594,recHuV80LmEhTUSLt,Hotel San Jorge,9,100,"Strong name similarity (100%), same country, 9m apart",Hotel San Jorge,Tepic,Mexico,21.5124326,-104.8935594,hotel san jorge|tepic|mexico,High-confidence legacy census match; score meets promote threshold.
164,rechn1cI98B4FEuYV,Hotel Mision Palenque,Palenque,MX,17.5095612,-91.9725631,reciEckDOg09B6UkY,Hotel Mision Palenque,38,100,"Strong name similarity (100%), same country, 38m apart",Hotel Mision Palenque,Palenque,MX,17.5095612,-91.9725631,hotel mision palenque|palenque|mx,High-confidence legacy census match; score meets promote threshold.
165,rechrzxdqF7VwodUa,Hotel Xalapa,Veracruz,Mexico,19.1778008,-96.1413425,rec8VtrC8gxMAqpSI,Hotel Xalapa,12,100,"Strong name similarity (100%), same country, 12m apart",Hotel Xalapa,Veracruz,Mexico,19.1778008,-96.1413425,hotel xalapa|veracruz|mexico,High-confidence legacy census match; score meets promote threshold.
166,reciIepmPmkXi90E6,Hotel San José,Mérida,Mexico,20.9667358,-89.6248234,recrrBw0Xe4OZuxSv,San Jose Hotel,28,100,"Strong name similarity (100%), same country, 28m apart",Hotel San José,Mérida,Mexico,20.9667358,-89.6248234,hotel san jose|merida|mexico,High-confidence legacy census match; score meets promote threshold.
167,reciKUz8jS6PYoHYr,Hotel Venedik,Veracruz,Mexico,19.1714041,-96.1194991,recq9PCBOSMpR1lWF,Hotel Venedik,6,100,"Strong name similarity (100%), same country, 6m apart",Hotel Venedik,Veracruz,Mexico,19.1714041,-96.1194991,hotel venedik|veracruz|mexico,High-confidence legacy census match; score meets promote threshold.
168,reciVCEtcRH8S2Dke,Hotel Trianon,Veracruz,Mexico,19.1980606,-96.1374433,rec1f6sHuDe0tW7q0,Hotel Trianon,15,100,"Strong name similarity (100%), same country, 15m apart",Hotel Trianon,Veracruz,Mexico,19.1980606,-96.1374433,hotel trianon|veracruz|mexico,High-confidence legacy census match; score meets promote threshold.
169,recicqQeufjDZNKLh,Hotel Yauco,El Rosario,Mexico,22.9986222,-105.8565009,recQK1AzqDbnBFVkt,Hotel Yauco,15,100,"Strong name similarity (100%), same country, 15m apart",Hotel Yauco,El Rosario,Mexico,22.9986222,-105.8565009,hotel yauco|el rosario|mexico,High-confidence legacy census match; score meets promote threshold.
170,recj2bnOqCkRt5vgn,Villa Florencia Hotel & Suites,Boca del Rio,Mexico,19.133029,-96.1056529,recF5ZI2UEDuQfKc7,Villa Florencia Hotel & Suites,5,100,"Strong name similarity (100%), same country, 5m apart",Villa Florencia Hotel & Suites,Boca del Rio,Mexico,19.133029,-96.1056529,villa florencia hotel & suites|boca del rio|mexico,High-confidence legacy census match; score meets promote threshold.
171,recjEME52yfoGfmrL,Hotel La morada,San Miguel de Allende,Mexico,20.9140201,-100.7429544,recIdmVP6u3mrmBJj,La Morada Hotel,12,100,"Strong name similarity (100%), same country, 12m apart",Hotel La morada,San Miguel de Allende,Mexico,20.9140201,-100.7429544,hotel la morada|san miguel de allende|mexico,High-confidence legacy census match; score meets promote threshold.
172,recjVsrhXYr6VTrWb,Comfort Inn Monterrey Norte,Monterrey,Mexico,25.7236431,-100.2597816,reckXdxL9QjSPDM0m,Comfort Inn Monterrey Norte,5,100,"Strong name similarity (100%), same country, 5m apart",Comfort Inn Monterrey Norte,Monterrey,Mexico,25.7236431,-100.2597816,comfort inn monterrey norte|monterrey|mexico,High-confidence legacy census match; score meets promote threshold.
173,recjenAOeYKSGEL4n,Hotel Iq,Escuinapa,MX,22.8340636,-105.7774025,recfXetG509Iv4bzN,Hotel IQ,11,100,"Strong name similarity (100%), same country, 11m apart",Hotel Iq,Escuinapa,MX,22.8340636,-105.7774025,hotel iq|escuinapa|mx,High-confidence legacy census match; score meets promote threshold.
174,reckP4bY7ntgq3vzx,Hotel Isabel,Guadalajara,Mexico,20.6692808,-103.36038,recVNFVf5lWfPhqWj,Isabel Hotel,4,100,"Strong name similarity (100%), same country, 4m apart",Hotel Isabel,Guadalajara,Mexico,20.6692808,-103.36038,hotel isabel|guadalajara|mexico,High-confidence legacy census match; score meets promote threshold.
175,reckXvg0Fj8oXEeCq,Hotel Enríquez,Coatzacoalcos,Mexico,18.1475777,-94.4183533,recEjmNYFuunT9LK0,Hotel Enriquez,10,100,"Strong name similarity (100%), same country, 10m apart",Hotel Enríquez,Coatzacoalcos,Mexico,18.1475777,-94.4183533,hotel enriquez|coatzacoalcos|mexico,High-confidence legacy census match; score meets promote threshold.
176,reckbTTZLDR73wUGR,Capital Plaza Hotel,Chetumal,Mexico,18.503074,-88.2953314,recLiefsAy2MQqb0y,Capital Plaza Hotel,5,100,"Strong name similarity (100%), same country, 5m apart",Capital Plaza Hotel,Chetumal,Mexico,18.503074,-88.2953314,capital plaza hotel|chetumal|mexico,High-confidence legacy census match; score meets promote threshold.
177,reclA77aC9dfK7Xqz,Hotel Emily,Pachuca,MX,20.1266786,-98.7322459,recAVpKEqm5cmrVQN,Hotel Emily,26,100,"Strong name similarity (100%), same country, 26m apart",Hotel Emily,Pachuca,MX,20.1266786,-98.7322459,hotel emily|pachuca|mx,High-confidence legacy census match; score meets promote threshold.
178,reclno0bw4OEXrcb1,Hotel Villa Cahita,Los Mochis,MX,25.7982491,-108.9885163,recUsJHIDBm7OGWfI,Hotel Villa Cahita,5,100,"Strong name similarity (100%), same country, 5m apart",Hotel Villa Cahita,Los Mochis,MX,25.7982491,-108.9885163,hotel villa cahita|los mochis|mx,High-confidence legacy census match; score meets promote threshold.
179,reclwC8vxPPyxa7oJ,Hotel de Los Arcos,"Córdoba, Veracruz",Mexico,18.885673,-96.9244916,recl78ygIRbtY36Qy,Hotel De Los Arcos,26,100,"Strong name similarity (100%), same country, 26m apart",Hotel de Los Arcos,"Córdoba, Veracruz",Mexico,18.885673,-96.9244916,"hotel de los arcos|cordoba, veracruz|mexico",High-confidence legacy census match; score meets promote threshold.
180,recm0A0bawYS2p1gn,Barrio Latino Hotel,Playa del Carmen,Mexico,20.6249877,-87.0752471,recVDs1cOruOlfTHD,Barrio Latino Hotel,36,100,"Strong name similarity (100%), same country, 36m apart",Barrio Latino Hotel,Playa del Carmen,Mexico,20.6249877,-87.0752471,barrio latino hotel|playa del carmen|mexico,High-confidence legacy census match; score meets promote threshold.
181,recn1llrDPDiLoDHz,Hotel Hacienda Cola de Caballo,Santiago,Mexico,25.3689805,-100.1602457,recomEt7yKBD3B2u1,Hotel Hacienda Cola De Caballo,94,100,"Strong name similarity (100%), same country, 94m apart",Hotel Hacienda Cola de Caballo,Santiago,Mexico,25.3689805,-100.1602457,hotel hacienda cola de caballo|santiago|mexico,High-confidence legacy census match; score meets promote threshold.
182,recnUXjyw0zXvblDB,Royal Villas Resort,Mazatlán,Mexico,23.2486861,-106.454899,recLl9Iy8X0ltbfhT,Royal Villas Resort,11,100,"Strong name similarity (100%), same country, 11m apart",Royal Villas Resort,Mazatlán,Mexico,23.2486861,-106.454899,royal villas resort|mazatlan|mexico,High-confidence legacy census match; score meets promote threshold.
183,recnqAQAExfkhNvaz,La Tortuga Hotel & Spa,Playa del Carmen,Mexico,20.6289133,-87.0719259,rec7dCy1gUGzLK9dv,La Tortuga Hotel & Spa,53,100,"Strong name similarity (100%), same country, 53m apart",La Tortuga Hotel & Spa,Playa del Carmen,Mexico,20.6289133,-87.0719259,la tortuga hotel & spa|playa del carmen|mexico,High-confidence legacy census match; score meets promote threshold.
184,recnrYVTvMawAqh2W,Magic Blue,Playa del Carmen,Mexico,20.6280047,-87.0727709,reczk92re7E9x8F85,Magic Blue,47,100,"Strong name similarity (100%), same country, 47m apart",Magic Blue,Playa del Carmen,Mexico,20.6280047,-87.0727709,magic blue|playa del carmen|mexico,High-confidence legacy census match; score meets promote threshold.
